run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,0,SBS_Seoul.csv,SBS_Seoul.csv,42.9432,6.5531,4.4564
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,1,MBC_CheongJu.csv,SBS_Seoul.csv,47.1889,6.8694,4.8937
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,1,MBC_CheongJu.csv,MBC_CheongJu.csv,62.6172,7.9131,5.5637
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,2,MBC_ChungJu.csv,SBS_Seoul.csv,83.5484,9.1405,7.3421
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,2,MBC_ChungJu.csv,MBC_CheongJu.csv,90.9137,9.5349,7.7803
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,2,MBC_ChungJu.csv,MBC_ChungJu.csv,130.1911,11.4101,8.5767
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,3,MBC_DaeJeon.csv,SBS_Seoul.csv,82.1650,9.0645,6.9714
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,3,MBC_DaeJeon.csv,MBC_CheongJu.csv,85.4500,9.2439,7.1079
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,3,MBC_DaeJeon.csv,MBC_ChungJu.csv,149.1754,12.2137,8.5317
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,3,MBC_DaeJeon.csv,MBC_DaeJeon.csv,81.7459,9.0413,6.7535
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,4,KBS_JeonJu.csv,SBS_Seoul.csv,59.2040,7.6944,5.9026
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,4,KBS_JeonJu.csv,MBC_CheongJu.csv,73.5664,8.5771,6.7782
MLP_4_sweep_alpha0.5_hd64_layer2,MLP_4_sweep,False,0.5,64,2,4,KBS_JeonJu.csv,MBC_ChungJu.csv,146.9302,12.1215,8.8036
