run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,0,MBC_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,52.7171,7.2607,5.4861
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,59.1688,7.6921,6.0086
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,62.1650,7.8845,6.0847
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,60.7777,7.7960,6.0642
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,62.4986,7.9056,6.0928
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,71.9479,8.4822,6.5857
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,58.7220,7.6630,5.9276
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,61.9314,7.8696,6.0193
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,74.2689,8.6179,6.6418
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,56.6910,7.5293,5.7361
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,58.3703,7.6400,5.9711
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,62.6692,7.9164,6.1186
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,76.5833,8.7512,6.8179
alpha0.9_beta0.7_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.9,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,59.0406,7.6838,5.8824
