run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,0,MBC_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,53.5415,7.3172,5.1553
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,59.1999,7.6941,5.3873
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,77.9289,8.8277,6.2914
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,55.9906,7.4827,5.5142
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,65.7640,8.1095,5.9918
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,87.0922,9.3323,7.1193
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,55.2854,7.4354,5.3035
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.2911,8.0182,5.7516
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,84.0883,9.1700,6.7463
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,61.1796,7.8217,5.6164
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,56.3255,7.5050,5.4466
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,63.1757,7.9483,5.7904
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,80.7740,8.9874,6.6901
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,58.8627,7.6722,5.5656
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,66.9413,8.1818,5.8079
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,60.4086,7.7723,5.9635
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.3180,8.0199,6.1703
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,77.7097,8.8153,6.8186
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,59.0895,7.6870,5.8529
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,67.4764,8.2144,6.1664
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,119.5948,10.9359,7.9622
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,62.5288,7.9075,6.1556
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.4958,8.0309,6.2285
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,75.9506,8.7150,6.7900
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,58.7850,7.6671,5.8969
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,67.3277,8.2053,6.2206
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,116.1244,10.7761,7.8681
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,6,KBS_ChungJu_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,132.3863,11.5059,8.0260
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,56.0200,7.4847,5.6503
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.8540,8.0532,6.0836
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,82.0651,9.0590,6.9544
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,61.9029,7.8678,5.9462
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,67.2033,8.1978,6.0488
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,126.7702,11.2592,8.1143
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,144.1781,12.0074,8.3274
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,7,KBS_main_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,46.2143,6.7981,5.0185
hidden_dim_sweep_alpha0.5_beta0.7_hd16_layer2_LTE_2.1G,hidden_dim_sweep,True,0.5,0.7,16,2,LTE_2.1G,8,SBS_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,54.6083,7.3897,5.5668
