run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,0,MBC_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,53.5415,7.3172,5.1553
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,61.7090,7.8555,5.5303
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,81.9473,9.0525,6.4954
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,55.8469,7.4731,5.4249
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,68.6937,8.2882,6.0614
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,94.3904,9.7155,7.3827
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,56.0952,7.4897,5.2493
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,65.0703,8.0666,5.6977
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,87.2470,9.3406,6.8276
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,63.0543,7.9407,5.6925
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,55.3369,7.4389,5.2773
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.0883,8.0055,5.7201
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,84.7263,9.2047,6.7811
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,61.1720,7.8213,5.6093
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,68.5141,8.2773,5.7953
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,59.2138,7.6950,5.6540
alpha0.5_beta0.9_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.9,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,63.8052,7.9878,5.8821
