run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,0,MBC_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,53.5415,7.3172,5.1553
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,53.2570,7.2977,5.3175
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,63.2662,7.9540,5.8273
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,56.4084,7.5106,5.6206
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,61.5847,7.8476,5.8094
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,75.2579,8.6751,6.5788
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,58.3811,7.6408,5.7602
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,61.6093,7.8492,5.8438
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,73.4985,8.5731,6.5050
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,55.7811,7.4687,5.5588
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,58.6652,7.6593,5.7846
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,61.5007,7.8422,5.8628
alpha_sweep_alpha0.3_beta0.0_hd64_layer2_LTE_2.1G,alpha_sweep,True,0.3,0.0,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,72.3550,8.5062,6.4641
