method,stage,stage_task,eval_task,mse,rmse,mae,freq_band
LwF,9,MBC_sa_LTE_2.1G.csv,SBS_LTE_2.1G.csv,41.01610271135966,6.404381524500212,4.737960358460744,LTE_2.1G
LwF,9,MBC_sa_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,77.9419428507487,8.828473415644899,6.388044675191243,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,76.13007418314616,8.725254963790237,7.191312472025554,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,75.03734270731609,8.662409751755922,6.981684525807698,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,77.34748458862305,8.7947418716312,7.020939588546753,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,64.33601729075114,8.02097358746126,6.468407432238261,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,72.75423940022786,8.52960956903819,6.693586150805156,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,110.82470003763835,10.527331097559264,7.899006366729736,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,124.31042798360188,11.149458640831037,7.9966006676356,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,67.60911687215169,8.222476322383159,6.506698091824849,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,SBS_LTE_2.1G.csv,59.77243653933207,7.731263579734691,6.080568969249725,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,91.58863385518391,9.570195079264785,7.4460586706797285,LTE_2.1G
LwF,10,KBS_KangNeung_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,114.98344262440999,10.723033275356837,8.282440066337585,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,96.5116647084554,9.824035052281491,8.404886643091837,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,90.79433663686116,9.528606227400793,7.917663772900899,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,87.14260037740071,9.335020105891616,7.680532058080037,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,78.62602361043294,8.867131645037922,7.394037286440532,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,88.02900060017903,9.382377129500766,7.742825031280518,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,106.98270734151204,10.34324452681614,8.174963593482971,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,115.82096290588379,10.762014816282488,8.168096939722696,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,85.38199170430501,9.240237643280881,7.597502827644348,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,SBS_LTE_2.1G.csv,78.63525867462158,8.867652376735434,7.236473838488261,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,104.01829783121745,10.198936112713788,8.19825530052185,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,99.35453987121582,9.967674747463212,7.919594883918762,LTE_2.1G
LwF,11,MBC_KangNeung_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,79.5727186203003,8.920354175720844,7.418572545051575,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,195.32989851633707,13.97604731375567,9.23115853468577,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,238.5631217956543,15.44548871987074,10.161221106847128,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,282.6172472635905,16.811223847881823,12.067979653676352,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,257.40169445673627,16.043743156032395,10.912574172019958,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,251.2178726196289,15.849854025183605,10.345739801724752,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,317.7190653483073,17.824675743146276,12.511623541514078,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,297.5208689371745,17.248793260317502,12.244869073232016,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,297.3149706522624,17.24282374358279,11.45168932278951,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,SBS_LTE_2.1G.csv,319.04232660929364,17.861755977766958,12.068753163019815,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,369.79926617940265,19.230165526573156,13.570137659708658,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,591.9339294433594,24.329692341732546,18.94483248392741,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,657.6139780680338,25.643985222036644,20.16991392771403,LTE_2.1G
LwF,12,TBN_DaeGu_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,301.8122978210449,17.37274583423832,12.018959681193033,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,73.83486715952556,8.592721755039294,6.567460298538208,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,88.29544385274251,9.396565534957041,7.03054936726888,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,109.4753303527832,10.463045940488993,8.113776246706644,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,91.03520790735881,9.541237231478883,7.268722256024678,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,96.09186426798503,9.80264577897136,7.100178837776184,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,159.2589480082194,12.619783992137876,9.1390540599823,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,164.5957736968994,12.829488442525657,9.178993066151937,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,76.44509665171306,8.743288663409956,6.749119997024536,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,SBS_LTE_2.1G.csv,78.13888104756673,8.83961996058466,6.785498181978862,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,124.94591522216797,11.177920881012174,8.472613354523977,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,131.6303742726644,11.473028121322827,8.15517282485962,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,103.81331443786621,10.188881903225015,7.36163345972697,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,128.32772890726724,11.328182948172547,8.017854690551758,LTE_2.1G
LwF,13,TBC_DaeGu_LTE_2.1G.csv,TBC_DaeGu_LTE_2.1G.csv,143.00759760538736,11.958578410722044,8.498523434003195,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,69.48596159617107,8.335823990234623,6.9121841589609785,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,76.21590932210286,8.730172353516444,7.063574234644572,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,81.34591992696126,9.019197299480773,7.331099073092143,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,69.41341368357341,8.331471279646435,6.835142493247986,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,75.20030911763509,8.671811178619786,6.898220260938008,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,115.10843340555827,10.728859837166215,8.172048131624857,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,126.50417009989421,11.24740726122666,8.348532398541769,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,56.362500508626304,7.507496287619881,6.031236847241719,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,SBS_LTE_2.1G.csv,52.27100268999735,7.229868787882485,5.738830765088399,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,87.95419915517171,9.378390008694014,7.3197477261225385,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,133.55706278483072,11.556689092678349,9.188095013300577,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,124.77370198567708,11.170214948051674,9.432418584823608,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,96.80596605936687,9.839002289834415,7.2237134377161665,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,TBC_DaeGu_LTE_2.1G.csv,98.96716594696045,9.948224260990523,7.370665073394775,LTE_2.1G
LwF,14,JeonJu_Radio_LTE_2.1G.csv,JeonJu_Radio_LTE_2.1G.csv,79.7883186340332,8.932430723718667,7.2155503034591675,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,62.21386750539144,7.887576782852351,6.385814388593038,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,70.33586533864339,8.386648039511577,6.711229642232259,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,81.01119232177734,9.000621774176345,7.250466982523601,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,65.86763763427734,8.115887975710196,6.536107341448466,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,70.04670238494873,8.369390801303805,6.542444547017415,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,116.98018709818523,10.815737935905494,8.036316434542337,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,129.22662862141928,11.36778908237742,8.231533408164978,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,52.43469047546387,7.241180185264269,5.764831105868022,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,SBS_LTE_2.1G.csv,46.61905813217163,6.827815033535372,5.331704656283061,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,84.29893445968628,9.18144511826359,7.016718029975891,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,151.1151968638102,12.292892127722029,9.888848185539246,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,147.0220635732015,12.125265505266329,10.233888467152914,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,99.46134249369304,9.973030757683095,7.281042496363322,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,TBC_DaeGu_LTE_2.1G.csv,102.68934059143066,10.133574916653583,7.5315254131952925,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,JeonJu_Radio_LTE_2.1G.csv,76.7927074432373,8.763144837513375,6.8451087474823,LTE_2.1G
LwF,15,KBS_JeonJu_LTE_2.1G.csv,KBS_JeonJu_LTE_2.1G.csv,74.78629938761394,8.647907225890778,6.67532217502594,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,86.07777531941731,9.277810912031853,7.634241700172424,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,83.15617593129475,9.119000818691418,7.472162524859111,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,84.92825253804524,9.21565258340641,7.616732398668925,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,78.85336176554362,8.879941540660255,7.289289315541585,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,89.99015553792317,9.486314117607701,7.763777256011963,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,120.30846659342448,10.968521622963802,8.72277839978536,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,134.0553379058838,11.578226889549358,8.919148325920105,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,66.36081345876057,8.146214670554697,6.464351614316304,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,SBS_LTE_2.1G.csv,63.83734464645386,7.989827573011438,6.304547349611918,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,92.95381657282512,9.641255964490577,7.532036781311035,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,133.84233570098877,11.569024837945019,9.505550901095072,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,125.50195503234863,11.202765508228254,9.78669253985087,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,109.50081380208333,10.464263653123584,8.262176950772604,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,TBC_DaeGu_LTE_2.1G.csv,112.14806938171387,10.589998554377326,8.467573324839273,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,JeonJu_Radio_LTE_2.1G.csv,87.23923428853352,9.340194553034403,7.447323123613994,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,KBS_JeonJu_LTE_2.1G.csv,84.53958956400554,9.194541291658085,7.333662549654643,LTE_2.1G
LwF,16,KBS_MokPo_LTE_2.1G.csv,KBS_MokPo_LTE_2.1G.csv,75.58068307240804,8.693715147875967,7.053745110829671,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,64.07603899637859,8.004751026507856,6.2492698431015015,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,68.26141929626465,8.262046919272768,6.418041904767354,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,81.57789675394694,9.032048314416112,7.09441343943278,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,66.19454733530681,8.136003154824044,6.4045432806015015,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,72.6801077524821,8.525262913979962,6.533746679623921,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,120.55105082194011,10.979574255040134,7.998597105344136,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,137.8539129892985,11.74112060193994,8.175435900688171,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,51.12588930130005,7.150237010148688,5.456120669841766,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,SBS_LTE_2.1G.csv,48.373957792917885,6.955138948498289,5.21849278608958,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,85.23731549580891,9.232405726342886,6.796388705571492,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,130.09013811747232,11.405706383976064,8.731815854708353,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,113.17252031962077,10.638257391115369,8.694262425104776,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,107.90940856933594,10.387945348784616,7.404935240745544,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,TBC_DaeGu_LTE_2.1G.csv,106.13073285420735,10.301977133259777,7.512116114298503,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,JeonJu_Radio_LTE_2.1G.csv,85.65099716186523,9.254782394084975,7.139696677525838,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_JeonJu_LTE_2.1G.csv,83.58786900838216,9.142640155249586,7.1817136605580645,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_MokPo_LTE_2.1G.csv,73.406920115153,8.56778385086558,6.790219664573669,LTE_2.1G
LwF,17,KBS_SunCheon_LTE_2.1G.csv,KBS_SunCheon_LTE_2.1G.csv,203.34606138865152,14.259946051393445,10.389464616775513,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,65.88735485076904,8.117102614281098,6.501481215159099,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,70.42040252685547,8.391686512665704,6.591038703918457,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,79.1827932993571,8.898471402401487,7.115389506022136,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,66.23074213663737,8.138227210924832,6.480152010917664,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,75.51801840464275,8.690110379312955,6.741427501042684,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,117.65762774149577,10.847010083036512,7.992444554964702,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_ChungJu_LTE_2.1G.csv,130.25776163736978,11.413052248954694,8.035073439280191,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_main_LTE_2.1G.csv,51.35574595133463,7.166292343418222,5.4979106187820435,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,SBS_LTE_2.1G.csv,50.99231672286987,7.140890471283667,5.483983874320984,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,MBC_sa_LTE_2.1G.csv,88.63525168100993,9.414629662446098,7.124905943870544,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_KangNeung_LTE_2.1G.csv,118.03667068481445,10.864468265166707,7.976253906885783,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,MBC_KangNeung_LTE_2.1G.csv,93.46198081970215,9.667573678007432,7.566691954930623,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,TBN_DaeGu_LTE_2.1G.csv,100.42516136169434,10.02123552071771,6.974777777989705,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,TBC_DaeGu_LTE_2.1G.csv,98.35572131474812,9.917445301827891,7.016893625259399,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,JeonJu_Radio_LTE_2.1G.csv,83.36729558308919,9.130569291292257,7.134722550710042,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_JeonJu_LTE_2.1G.csv,81.49865341186523,9.027660461706855,7.121307531992595,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_MokPo_LTE_2.1G.csv,68.75883452097575,8.29209470043461,6.6450168689092,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_SunCheon_LTE_2.1G.csv,194.77303155263266,13.956110903565959,10.120135029157003,LTE_2.1G
LwF,18,KBS_GwangJu_LTE_2.1G.csv,KBS_GwangJu_LTE_2.1G.csv,61.52171548207601,7.8435779770507805,6.107337236404419,LTE_2.1G
