run_name,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha_0.3,True,0.3,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_DaeJeon.csv,90.7343,9.5255,7.4007
alpha_0.3,True,0.3,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,KBS_DaeJeon.csv,65.1004,8.0685,6.1509
alpha_0.3,True,0.3,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,CMB_DaeJeon.csv,72.2392,8.4994,6.3908
alpha_0.3,True,0.3,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_ChungJu.csv,146.1490,12.0892,8.5592
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_CheongJu.csv,76.7122,8.7585,7.1320
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,Broad_CheongJu.csv,79.4838,8.9154,7.1356
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_DaeJeon.csv,91.9489,9.5890,7.5237
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_DaeJeon.csv,66.2785,8.1412,6.2325
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,CMB_DaeJeon.csv,74.1062,8.6085,6.5669
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_ChungJu.csv,142.5818,11.9408,8.5942
alpha_0.3,True,0.3,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_ChungJu.csv,111.0015,10.5357,7.8382
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_CheongJu.csv,69.4714,8.3350,6.7476
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,Broad_CheongJu.csv,77.6347,8.8111,6.9706
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_DaeJeon.csv,94.8158,9.7373,7.6068
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_DaeJeon.csv,67.5904,8.2213,6.3125
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,CMB_DaeJeon.csv,75.7710,8.7047,6.6144
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_ChungJu.csv,146.9003,12.1202,8.6573
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_ChungJu.csv,116.3825,10.7881,8.0030
alpha_0.3,True,0.3,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_main.csv,53.1468,7.2902,5.5575
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,MBC_CheongJu.csv,67.0808,8.1903,6.5680
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,Broad_CheongJu.csv,78.0246,8.8332,6.9606
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,MBC_DaeJeon.csv,100.0090,10.0004,7.7714
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,KBS_DaeJeon.csv,69.1241,8.3141,6.3657
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,CMB_DaeJeon.csv,76.8941,8.7689,6.5945
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,MBC_ChungJu.csv,149.5229,12.2280,8.7105
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,KBS_ChungJu.csv,118.9364,10.9058,8.0711
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,KBS_main.csv,48.8102,6.9864,5.2632
alpha_0.3,True,0.3,0,64,2,5G_3.5G,8,SBS.csv,SBS.csv,53.7938,7.3344,5.4213
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_CheongJu.csv,67.1231,8.1929,6.5714
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,Broad_CheongJu.csv,78.2629,8.8466,7.0036
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_DaeJeon.csv,100.2259,10.0113,7.8667
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_DaeJeon.csv,70.0143,8.3675,6.4689
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,CMB_DaeJeon.csv,77.0414,8.7773,6.6288
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_ChungJu.csv,150.4324,12.2651,8.7645
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_ChungJu.csv,118.8652,10.9025,8.1383
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_main.csv,48.9826,6.9988,5.3271
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,SBS.csv,54.2224,7.3636,5.4774
alpha_0.3,True,0.3,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_sa.csv,100.3413,10.0170,7.6097
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_CheongJu.csv,71.1904,8.4374,6.7429
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,Broad_CheongJu.csv,83.3603,9.1302,7.2151
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_DaeJeon.csv,101.5751,10.0784,7.9090
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_DaeJeon.csv,74.1768,8.6126,6.7007
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,CMB_DaeJeon.csv,80.9398,8.9967,6.8890
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_ChungJu.csv,148.5595,12.1885,8.8275
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_ChungJu.csv,117.7623,10.8518,8.1622
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_main.csv,53.2188,7.2951,5.6317
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,SBS.csv,62.5100,7.9063,5.9247
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_sa.csv,106.5290,10.3213,7.9496
alpha_0.3,True,0.3,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_KangNeung.csv,92.7585,9.6311,6.1117
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_CheongJu.csv,71.5366,8.4579,6.7439
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,Broad_CheongJu.csv,83.8271,9.1557,7.2072
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_DaeJeon.csv,100.3330,10.0166,7.8066
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_DaeJeon.csv,73.7832,8.5897,6.5839
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,CMB_DaeJeon.csv,79.8925,8.9383,6.7734
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_ChungJu.csv,148.0193,12.1663,8.7191
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_ChungJu.csv,115.9946,10.7701,8.0069
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_main.csv,53.6326,7.3234,5.5894
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,SBS.csv,61.7996,7.8613,5.8099
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_sa.csv,104.4217,10.2187,7.7590
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_KangNeung.csv,93.4833,9.6687,6.2934
alpha_0.3,True,0.3,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_KangNeung.csv,71.5016,8.4559,5.0776
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_CheongJu.csv,70.5150,8.3973,6.8196
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,Broad_CheongJu.csv,81.8085,9.0448,7.2676
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_DaeJeon.csv,99.0693,9.9534,7.9181
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_DaeJeon.csv,73.2108,8.5563,6.6828
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,CMB_DaeJeon.csv,78.0497,8.8346,6.8014
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_ChungJu.csv,147.7027,12.1533,8.9522
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_ChungJu.csv,116.2259,10.7808,8.2557
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_main.csv,53.3817,7.3063,5.6634
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,SBS.csv,62.1317,7.8824,5.8979
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_sa.csv,103.3973,10.1684,7.8412
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_KangNeung.csv,96.5210,9.8245,6.5571
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_KangNeung.csv,77.3537,8.7951,5.8297
alpha_0.3,True,0.3,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,TBN_DaeGu.csv,105.6421,10.2782,7.3958
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_CheongJu.csv,70.2933,8.3841,6.7832
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,Broad_CheongJu.csv,79.4749,8.9149,7.1268
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_DaeJeon.csv,96.3635,9.8165,7.7288
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_DaeJeon.csv,71.6222,8.4630,6.5520
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,CMB_DaeJeon.csv,75.6659,8.6986,6.6699
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_ChungJu.csv,144.4481,12.0187,8.7487
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_ChungJu.csv,113.3434,10.6463,8.0645
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_main.csv,53.9786,7.3470,5.6233
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,SBS.csv,61.6836,7.8539,5.8415
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_sa.csv,102.9028,10.1441,7.7895
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_KangNeung.csv,99.9466,9.9973,6.7766
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_KangNeung.csv,80.2171,8.9564,5.9641
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,TBN_DaeGu.csv,106.5315,10.3214,7.3546
alpha_0.3,True,0.3,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,TBC_DaeGu.csv,118.5889,10.8899,7.8988
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_CheongJu.csv,70.1782,8.3772,6.8035
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,Broad_CheongJu.csv,79.4113,8.9113,7.1435
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_DaeJeon.csv,96.5909,9.8281,7.8005
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_DaeJeon.csv,70.6029,8.4026,6.5572
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,CMB_DaeJeon.csv,77.1493,8.7835,6.7890
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_ChungJu.csv,145.8770,12.0780,8.8185
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_ChungJu.csv,113.5164,10.6544,8.0729
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_main.csv,52.8755,7.2716,5.6119
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,SBS.csv,59.3600,7.7045,5.7301
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_sa.csv,102.6726,10.1327,7.7970
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_KangNeung.csv,99.4197,9.9709,6.7108
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_KangNeung.csv,77.3441,8.7945,5.6858
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,TBN_DaeGu.csv,106.3041,10.3104,7.4116
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,TBC_DaeGu.csv,120.5381,10.9790,8.0051
alpha_0.3,True,0.3,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,JeonJu_Radio.csv,92.3317,9.6089,7.1175
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_CheongJu.csv,69.1982,8.3185,6.7114
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,Broad_CheongJu.csv,78.3389,8.8509,7.0242
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_DaeJeon.csv,97.8590,9.8924,7.8027
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_DaeJeon.csv,70.4537,8.3937,6.5006
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,CMB_DaeJeon.csv,76.1306,8.7253,6.6770
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_ChungJu.csv,146.0987,12.0871,8.6822
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_ChungJu.csv,113.6679,10.6615,7.9766
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_main.csv,51.8669,7.2019,5.4960
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,SBS.csv,58.3564,7.6391,5.6399
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_sa.csv,100.2211,10.0110,7.5793
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_KangNeung.csv,101.3458,10.0671,6.8296
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_KangNeung.csv,78.6525,8.8686,5.6470
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,TBN_DaeGu.csv,106.9462,10.3415,7.3199
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,TBC_DaeGu.csv,120.3021,10.9682,7.8899
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,JeonJu_Radio.csv,93.2900,9.6587,7.0925
alpha_0.3,True,0.3,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_JeonJu.csv,82.8256,9.1009,6.9078
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_CheongJu.csv,66.3689,8.1467,6.4368
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,Broad_CheongJu.csv,78.7653,8.8750,6.9909
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_DaeJeon.csv,103.2866,10.1630,8.0283
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_DaeJeon.csv,74.2699,8.6180,6.6915
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,CMB_DaeJeon.csv,78.3980,8.8543,6.7162
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_ChungJu.csv,151.1211,12.2931,8.9108
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_ChungJu.csv,120.4173,10.9735,8.2844
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_main.csv,48.0566,6.9323,5.2234
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,SBS.csv,53.2039,7.2941,5.3665
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_sa.csv,99.4283,9.9714,7.5584
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_KangNeung.csv,103.5548,10.1762,6.9205
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_KangNeung.csv,79.4244,8.9120,5.4928
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,TBN_DaeGu.csv,106.9150,10.3400,7.3633
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,TBC_DaeGu.csv,122.8090,11.0819,8.0676
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,JeonJu_Radio.csv,96.3840,9.8175,7.2821
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_JeonJu.csv,85.7408,9.2596,7.0229
alpha_0.3,True,0.3,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_MokPo.csv,55.7443,7.4662,5.9820
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_CheongJu.csv,79.3106,8.9056,7.4731
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,Broad_CheongJu.csv,87.4391,9.3509,7.7533
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_DaeJeon.csv,98.3232,9.9158,8.1261
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_DaeJeon.csv,78.0216,8.8330,7.1098
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,CMB_DaeJeon.csv,84.6439,9.2002,7.4336
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_ChungJu.csv,137.0792,11.7081,8.9869
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_ChungJu.csv,108.3856,10.4108,8.2620
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_main.csv,59.0182,7.6823,6.1244
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,SBS.csv,65.4680,8.0912,6.2475
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_sa.csv,101.9438,10.0967,7.9813
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_KangNeung.csv,97.6286,9.8807,7.0338
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_KangNeung.csv,78.1969,8.8429,6.0532
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,TBN_DaeGu.csv,107.6556,10.3757,7.8424
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,TBC_DaeGu.csv,117.3470,10.8327,8.1941
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,JeonJu_Radio.csv,97.8705,9.8930,7.7401
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_JeonJu.csv,90.9838,9.5385,7.6047
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_MokPo.csv,78.2977,8.8486,7.3529
alpha_0.3,True,0.3,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_SunCheon.csv,236.6334,15.3829,11.4766
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_CheongJu.csv,68.7625,8.2923,6.6468
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,Broad_CheongJu.csv,78.8731,8.8811,7.1024
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_DaeJeon.csv,98.5784,9.9287,7.9073
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_DaeJeon.csv,72.6857,8.5256,6.6728
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,CMB_DaeJeon.csv,78.7413,8.8736,6.8356
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_ChungJu.csv,145.7370,12.0722,8.8221
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_ChungJu.csv,115.0505,10.7262,8.1727
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_main.csv,50.1901,7.0845,5.3903
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,SBS.csv,57.6309,7.5915,5.6157
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_sa.csv,100.9288,10.0463,7.7122
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_KangNeung.csv,98.9944,9.9496,6.6383
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_KangNeung.csv,77.8246,8.8218,5.6577
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,TBN_DaeGu.csv,106.1215,10.3015,7.3663
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,TBC_DaeGu.csv,121.2898,11.0132,7.9986
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,JeonJu_Radio.csv,95.2780,9.7610,7.2397
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_JeonJu.csv,85.9974,9.2735,7.1280
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_MokPo.csv,64.8093,8.0504,6.5392
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_SunCheon.csv,261.8688,16.1824,11.7666
alpha_0.3,True,0.3,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_GwangJu.csv,63.7792,7.9862,6.1068
