run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,0,MBC_CheongJu.csv,MBC_CheongJu.csv,61.0648,7.8144,5.4843
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,1,KBS_DaeJeon.csv,MBC_CheongJu.csv,74.8975,8.6543,6.3685
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,1,KBS_DaeJeon.csv,KBS_DaeJeon.csv,69.7779,8.3533,5.9078
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,2,KBS_Seoul.csv,MBC_CheongJu.csv,66.4200,8.1498,5.9964
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,2,KBS_Seoul.csv,KBS_DaeJeon.csv,91.1929,9.5495,7.0471
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,2,KBS_Seoul.csv,KBS_Seoul.csv,43.0496,6.5612,4.6152
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,3,MBC_ChungJu.csv,MBC_CheongJu.csv,94.7989,9.7365,7.9001
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,3,MBC_ChungJu.csv,KBS_DaeJeon.csv,80.1106,8.9505,6.9711
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,3,MBC_ChungJu.csv,KBS_Seoul.csv,91.0037,9.5396,7.5079
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,3,MBC_ChungJu.csv,MBC_ChungJu.csv,123.2722,11.1028,8.3180
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,4,KBS_KangNeung.csv,MBC_CheongJu.csv,105.3494,10.2640,8.4779
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,4,KBS_KangNeung.csv,KBS_DaeJeon.csv,97.2748,9.8628,7.9534
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,4,KBS_KangNeung.csv,KBS_Seoul.csv,85.6325,9.2538,7.4676
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,4,KBS_KangNeung.csv,MBC_ChungJu.csv,140.3971,11.8489,9.2483
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,4,KBS_KangNeung.csv,KBS_KangNeung.csv,84.9411,9.2164,6.2283
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,5,TBN_DaeGu.csv,MBC_CheongJu.csv,102.1039,10.1046,8.0505
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,5,TBN_DaeGu.csv,KBS_DaeJeon.csv,107.2983,10.3585,8.2262
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,5,TBN_DaeGu.csv,KBS_Seoul.csv,91.2381,9.5519,7.3258
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,5,TBN_DaeGu.csv,MBC_ChungJu.csv,158.6278,12.5948,9.5850
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,5,TBN_DaeGu.csv,KBS_KangNeung.csv,185.2574,13.6109,10.8677
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,5,TBN_DaeGu.csv,TBN_DaeGu.csv,127.0516,11.2717,8.0780
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,MBC_CheongJu.csv,196.5363,14.0191,11.9676
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,KBS_DaeJeon.csv,138.8840,11.7849,9.7485
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,KBS_Seoul.csv,181.6167,13.4765,11.3948
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,MBC_ChungJu.csv,157.0724,12.5329,10.3103
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,KBS_KangNeung.csv,309.4459,17.5911,14.8069
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,TBN_DaeGu.csv,198.5985,14.0925,11.7794
MLP_2_sweep_alpha0.5_hd64_layer2,MLP_2_sweep,False,0.5,64,2,6,KBS_SunCheon.csv,KBS_SunCheon.csv,185.5860,13.6230,10.7953
