run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,0,MBC_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,57.5382,7.5854,5.8995
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,59.4349,7.7094,5.9738
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,63.0736,7.9419,6.1018
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,62.9505,7.9341,6.2294
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.1221,8.0076,6.2191
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,73.7560,8.5881,6.7985
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,61.0213,7.8116,6.1033
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,63.5451,7.9715,6.1743
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,74.5953,8.6369,6.7986
alpha0.5_beta0.1_hd64_layer2_LTE_2.1G,beta_sweep,True,0.5,0.1,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,59.3344,7.7029,6.0105
