run_name,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha_0.1,True,0.1,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_ChungJu.csv,113.1965,10.6394,7.8687
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_CheongJu.csv,73.8729,8.5949,7.0251
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,Broad_CheongJu.csv,78.6090,8.8662,7.0744
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_DaeJeon.csv,91.7889,9.5807,7.5126
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_DaeJeon.csv,65.8842,8.1169,6.2328
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,CMB_DaeJeon.csv,74.6831,8.6419,6.5827
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_ChungJu.csv,144.4863,12.0202,8.6185
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_ChungJu.csv,113.4519,10.6514,7.9008
alpha_0.1,True,0.1,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_main.csv,60.5275,7.7799,6.0760
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,MBC_CheongJu.csv,69.0966,8.3124,6.6914
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,Broad_CheongJu.csv,77.8275,8.8220,6.9606
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,MBC_DaeJeon.csv,97.6183,9.8802,7.6772
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,KBS_DaeJeon.csv,67.9330,8.2421,6.2554
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,CMB_DaeJeon.csv,75.0941,8.6657,6.4994
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,MBC_ChungJu.csv,149.6907,12.2348,8.7045
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,KBS_ChungJu.csv,119.6122,10.9367,8.0848
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,KBS_main.csv,51.4870,7.1754,5.4756
alpha_0.1,True,0.1,0,64,2,5G_3.5G,8,SBS.csv,SBS.csv,55.8409,7.4727,5.5406
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_CheongJu.csv,68.9557,8.3040,6.6914
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,Broad_CheongJu.csv,77.0586,8.7783,6.9365
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_DaeJeon.csv,97.1437,9.8561,7.6811
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_DaeJeon.csv,68.0659,8.2502,6.3169
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,CMB_DaeJeon.csv,74.7721,8.6471,6.4975
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_ChungJu.csv,149.4642,12.2256,8.6954
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_ChungJu.csv,118.3382,10.8783,8.0590
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_main.csv,51.5970,7.1831,5.4775
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,SBS.csv,55.6146,7.4575,5.5423
alpha_0.1,True,0.1,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_sa.csv,98.8661,9.9431,7.5002
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_CheongJu.csv,68.1941,8.2580,6.5537
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,Broad_CheongJu.csv,79.4960,8.9161,6.9983
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_DaeJeon.csv,99.5633,9.9781,7.7318
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_DaeJeon.csv,71.0639,8.4299,6.4778
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,CMB_DaeJeon.csv,77.3869,8.7970,6.6040
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_ChungJu.csv,151.2894,12.3000,8.7392
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_ChungJu.csv,120.6793,10.9854,8.1118
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_main.csv,51.5010,7.1764,5.4976
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,SBS.csv,59.3063,7.7011,5.7657
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,MBC_sa.csv,102.9437,10.1461,7.6983
alpha_0.1,True,0.1,0,64,2,5G_3.5G,10,KBS_KangNeung.csv,KBS_KangNeung.csv,105.3041,10.2618,6.9235
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_CheongJu.csv,70.0614,8.3703,6.6671
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,Broad_CheongJu.csv,82.2733,9.0705,7.1678
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_DaeJeon.csv,99.1669,9.9583,7.7606
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_DaeJeon.csv,71.6613,8.4653,6.4860
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,CMB_DaeJeon.csv,78.2928,8.8483,6.7027
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_ChungJu.csv,148.3804,12.1811,8.7717
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_ChungJu.csv,117.7411,10.8509,8.1031
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_main.csv,52.6739,7.2577,5.5610
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,SBS.csv,61.1042,7.8169,5.8100
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_sa.csv,103.3860,10.1679,7.7344
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,KBS_KangNeung.csv,96.9284,9.8452,6.4316
alpha_0.1,True,0.1,0,64,2,5G_3.5G,11,MBC_KangNeung.csv,MBC_KangNeung.csv,75.7236,8.7019,5.4787
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_CheongJu.csv,70.9374,8.4224,6.7834
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,Broad_CheongJu.csv,82.8852,9.1041,7.2945
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_DaeJeon.csv,100.1149,10.0057,7.8562
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_DaeJeon.csv,73.2011,8.5558,6.6253
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,CMB_DaeJeon.csv,77.6805,8.8137,6.7143
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_ChungJu.csv,147.7623,12.1558,8.7960
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_ChungJu.csv,117.4275,10.8364,8.1527
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_main.csv,52.8424,7.2693,5.5600
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,SBS.csv,62.2774,7.8916,5.8767
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_sa.csv,104.3247,10.2139,7.8059
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,KBS_KangNeung.csv,97.6959,9.8841,6.5725
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,MBC_KangNeung.csv,77.7326,8.8166,5.7267
alpha_0.1,True,0.1,0,64,2,5G_3.5G,12,TBN_DaeGu.csv,TBN_DaeGu.csv,108.1682,10.4004,7.3362
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_CheongJu.csv,70.5328,8.3984,6.7824
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,Broad_CheongJu.csv,80.3685,8.9649,7.1555
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_DaeJeon.csv,97.4331,9.8708,7.7448
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_DaeJeon.csv,71.8994,8.4793,6.5725
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,CMB_DaeJeon.csv,76.5227,8.7477,6.6791
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_ChungJu.csv,145.6780,12.0697,8.7073
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_ChungJu.csv,114.7038,10.7100,8.0289
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_main.csv,54.4249,7.3773,5.6327
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,SBS.csv,62.1830,7.8856,5.8482
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_sa.csv,103.2615,10.1618,7.7645
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,KBS_KangNeung.csv,99.6109,9.9805,6.8086
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,MBC_KangNeung.csv,79.1194,8.8949,5.8323
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,TBN_DaeGu.csv,108.0214,10.3933,7.3803
alpha_0.1,True,0.1,0,64,2,5G_3.5G,13,TBC_DaeGu.csv,TBC_DaeGu.csv,121.9870,11.0448,7.9725
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_CheongJu.csv,70.3931,8.3901,6.7695
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,Broad_CheongJu.csv,80.6854,8.9825,7.1533
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_DaeJeon.csv,96.8495,9.8412,7.7538
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_DaeJeon.csv,70.3931,8.3901,6.4604
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,CMB_DaeJeon.csv,77.2433,8.7888,6.7112
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_ChungJu.csv,146.6515,12.1100,8.7910
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_ChungJu.csv,114.7310,10.7113,8.0680
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_main.csv,53.3211,7.3021,5.5698
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,SBS.csv,59.6957,7.7263,5.7475
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_sa.csv,101.1286,10.0563,7.6848
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,KBS_KangNeung.csv,101.3292,10.0662,6.7526
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,MBC_KangNeung.csv,78.8051,8.8772,5.6146
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,TBN_DaeGu.csv,108.0417,10.3943,7.4112
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,TBC_DaeGu.csv,123.8088,11.1269,8.0324
alpha_0.1,True,0.1,0,64,2,5G_3.5G,14,JeonJu_Radio.csv,JeonJu_Radio.csv,96.9616,9.8469,7.4375
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_CheongJu.csv,69.8300,8.3564,6.7137
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,Broad_CheongJu.csv,79.9438,8.9411,7.1024
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_DaeJeon.csv,97.5506,9.8768,7.7800
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_DaeJeon.csv,70.5727,8.4008,6.4634
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,CMB_DaeJeon.csv,76.7775,8.7623,6.6742
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_ChungJu.csv,146.3573,12.0978,8.7482
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_ChungJu.csv,114.3409,10.6930,8.0459
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_main.csv,53.4796,7.3130,5.5376
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,SBS.csv,59.4543,7.7107,5.7144
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_sa.csv,99.8972,9.9949,7.5635
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_KangNeung.csv,99.9450,9.9973,6.6266
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,MBC_KangNeung.csv,79.1742,8.8980,5.7991
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,TBN_DaeGu.csv,108.5310,10.4178,7.4342
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,TBC_DaeGu.csv,124.6592,11.1651,8.0710
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,JeonJu_Radio.csv,97.0632,9.8521,7.3676
alpha_0.1,True,0.1,0,64,2,5G_3.5G,15,KBS_JeonJu.csv,KBS_JeonJu.csv,84.0988,9.1705,7.0862
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_CheongJu.csv,67.5419,8.2184,6.5853
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,Broad_CheongJu.csv,77.9519,8.8290,6.9841
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_DaeJeon.csv,99.4191,9.9709,7.8667
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_DaeJeon.csv,72.0640,8.4891,6.5816
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,CMB_DaeJeon.csv,77.5152,8.8043,6.7146
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_ChungJu.csv,149.4471,12.2249,8.8598
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_ChungJu.csv,118.5582,10.8884,8.2312
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_main.csv,50.6023,7.1135,5.4336
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,SBS.csv,56.2379,7.4992,5.5828
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_sa.csv,97.5360,9.8760,7.4561
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_KangNeung.csv,102.0542,10.1022,6.6935
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,MBC_KangNeung.csv,80.4359,8.9686,5.7825
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,TBN_DaeGu.csv,109.2703,10.4532,7.5095
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,TBC_DaeGu.csv,123.4646,11.1115,8.0947
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,JeonJu_Radio.csv,98.3506,9.9172,7.4122
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_JeonJu.csv,83.7347,9.1507,7.0209
alpha_0.1,True,0.1,0,64,2,5G_3.5G,16,KBS_MokPo.csv,KBS_MokPo.csv,63.8143,7.9884,6.5141
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_CheongJu.csv,72.4772,8.5134,6.9738
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,Broad_CheongJu.csv,82.5552,9.0860,7.3840
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_DaeJeon.csv,100.2460,10.0123,8.0739
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_DaeJeon.csv,73.6836,8.5839,6.7773
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,CMB_DaeJeon.csv,80.8457,8.9914,7.0937
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_ChungJu.csv,144.8000,12.0333,9.0041
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_ChungJu.csv,113.8701,10.6710,8.2980
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_main.csv,53.6720,7.3261,5.7075
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,SBS.csv,60.9609,7.8077,5.8383
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_sa.csv,99.4360,9.9718,7.7653
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_KangNeung.csv,98.5551,9.9275,6.8850
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,MBC_KangNeung.csv,79.1693,8.8977,6.1074
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,TBN_DaeGu.csv,106.5482,10.3222,7.6275
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,TBC_DaeGu.csv,121.7937,11.0360,8.2345
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,JeonJu_Radio.csv,97.9839,9.8987,7.6456
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_JeonJu.csv,87.4189,9.3498,7.4538
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_MokPo.csv,70.9501,8.4232,6.9340
alpha_0.1,True,0.1,0,64,2,5G_3.5G,17,KBS_SunCheon.csv,KBS_SunCheon.csv,255.9669,15.9990,11.8768
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_CheongJu.csv,68.4518,8.2736,6.5871
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,Broad_CheongJu.csv,79.9242,8.9400,7.1135
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_DaeJeon.csv,100.5375,10.0268,7.9164
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_DaeJeon.csv,72.6424,8.5230,6.6111
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,CMB_DaeJeon.csv,79.3786,8.9095,6.8157
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_ChungJu.csv,148.5569,12.1884,8.9281
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_ChungJu.csv,118.4244,10.8823,8.3067
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_main.csv,49.9913,7.0704,5.3340
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,SBS.csv,57.5032,7.5831,5.5686
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_sa.csv,99.6847,9.9842,7.6212
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_KangNeung.csv,100.7278,10.0363,6.8329
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,MBC_KangNeung.csv,79.8994,8.9386,6.0268
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,TBN_DaeGu.csv,107.0373,10.3459,7.4361
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,TBC_DaeGu.csv,126.6856,11.2555,8.1978
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,JeonJu_Radio.csv,97.6097,9.8798,7.4283
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_JeonJu.csv,86.0220,9.2748,7.2153
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_MokPo.csv,65.3824,8.0859,6.5823
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_SunCheon.csv,268.3746,16.3821,12.0310
alpha_0.1,True,0.1,0,64,2,5G_3.5G,18,KBS_GwangJu.csv,KBS_GwangJu.csv,63.7743,7.9859,6.1365
