run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,0,SBS_Seoul.csv,SBS_Seoul.csv,55.2364,7.4321,5.6498
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,1,MBC_CheongJu.csv,SBS_Seoul.csv,57.9011,7.6093,5.8474
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,1,MBC_CheongJu.csv,MBC_CheongJu.csv,70.6362,8.4045,6.6246
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,2,MBC_ChungJu.csv,SBS_Seoul.csv,63.1072,7.9440,6.0976
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,2,MBC_ChungJu.csv,MBC_CheongJu.csv,78.2146,8.8439,7.1149
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,2,MBC_ChungJu.csv,MBC_ChungJu.csv,133.0969,11.5368,8.5527
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,SBS_Seoul.csv,65.9991,8.1240,6.3256
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,MBC_CheongJu.csv,78.4552,8.8575,7.2036
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,MBC_ChungJu.csv,136.2000,11.6705,8.6502
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,MBC_DaeJeon.csv,87.9973,9.3807,7.4097
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,SBS_Seoul.csv,58.4136,7.6429,5.8544
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,MBC_CheongJu.csv,74.9369,8.6566,6.9793
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,MBC_ChungJu.csv,139.8440,11.8256,8.7107
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,MBC_DaeJeon.csv,94.5562,9.7240,7.6490
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,JeonJu_Radio.csv,98.8573,9.9427,7.2653
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,SBS_Seoul.csv,79.4612,8.9141,7.0031
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,MBC_CheongJu.csv,100.2497,10.0125,8.3261
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,MBC_ChungJu.csv,129.9944,11.4015,8.9271
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,MBC_DaeJeon.csv,98.6590,9.9327,8.1177
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,JeonJu_Radio.csv,110.2792,10.5014,8.2899
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,KBS_SunCheon.csv,216.9705,14.7299,11.1301
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,SBS_Seoul.csv,63.7633,7.9852,6.2640
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,MBC_CheongJu.csv,78.7211,8.8725,7.2251
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,MBC_ChungJu.csv,135.3555,11.6342,8.7173
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,MBC_DaeJeon.csv,92.8179,9.6342,7.7030
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,JeonJu_Radio.csv,101.6934,10.0843,7.5639
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,KBS_SunCheon.csv,243.9958,15.6204,11.5246
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,TBC_DaeGu.csv,111.6620,10.5670,7.6950
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,SBS_Seoul.csv,69.0121,8.3074,6.6258
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,MBC_CheongJu.csv,87.4682,9.3524,7.7058
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,MBC_ChungJu.csv,138.7899,11.7809,9.0444
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,MBC_DaeJeon.csv,99.4359,9.9718,8.0646
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,JeonJu_Radio.csv,107.9283,10.3889,8.2314
alpha_sweep_alpha0.5_hd64_layer2,alpha_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,KBS_SunCheon.csv,246.5193,15.7009,11.8622
