run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,0,SBS_Seoul.csv,SBS_Seoul.csv,42.9432,6.5531,4.4564
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,1,MBC_CheongJu.csv,SBS_Seoul.csv,43.3845,6.5867,4.5181
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,1,MBC_CheongJu.csv,MBC_CheongJu.csv,66.2269,8.1380,5.6962
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,2,MBC_ChungJu.csv,SBS_Seoul.csv,50.9794,7.1400,5.3057
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,2,MBC_ChungJu.csv,MBC_CheongJu.csv,68.4703,8.2747,6.3658
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,2,MBC_ChungJu.csv,MBC_ChungJu.csv,151.0946,12.2921,8.8181
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,3,MBC_DaeJeon.csv,SBS_Seoul.csv,53.8620,7.3391,5.4563
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,3,MBC_DaeJeon.csv,MBC_CheongJu.csv,71.0426,8.4287,6.5830
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,3,MBC_DaeJeon.csv,MBC_ChungJu.csv,146.5082,12.1041,8.7446
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,3,MBC_DaeJeon.csv,MBC_DaeJeon.csv,95.5478,9.7749,7.5536
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,4,JeonJu_Radio.csv,SBS_Seoul.csv,55.1626,7.4272,5.6007
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,4,JeonJu_Radio.csv,MBC_CheongJu.csv,71.5920,8.4612,6.6601
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,4,JeonJu_Radio.csv,MBC_ChungJu.csv,145.1810,12.0491,8.7479
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,4,JeonJu_Radio.csv,MBC_DaeJeon.csv,92.9390,9.6405,7.4636
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,4,JeonJu_Radio.csv,JeonJu_Radio.csv,99.2843,9.9642,7.0781
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,5,KBS_SunCheon.csv,SBS_Seoul.csv,61.2641,7.8271,6.0827
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,5,KBS_SunCheon.csv,MBC_CheongJu.csv,79.4874,8.9156,7.2671
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,5,KBS_SunCheon.csv,MBC_ChungJu.csv,137.5820,11.7295,8.8464
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,5,KBS_SunCheon.csv,MBC_DaeJeon.csv,94.0123,9.6960,7.7302
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,5,KBS_SunCheon.csv,JeonJu_Radio.csv,99.3990,9.9699,7.3900
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,5,KBS_SunCheon.csv,KBS_SunCheon.csv,243.5539,15.6062,11.5094
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,SBS_Seoul.csv,63.5001,7.9687,6.2368
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,MBC_CheongJu.csv,82.6126,9.0891,7.4797
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,MBC_ChungJu.csv,135.2922,11.6315,8.9029
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,MBC_DaeJeon.csv,94.7895,9.7360,7.8416
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,JeonJu_Radio.csv,99.9509,9.9975,7.5033
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,KBS_SunCheon.csv,237.4795,15.4104,11.4438
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,6,TBC_DaeGu.csv,TBC_DaeGu.csv,113.8385,10.6695,7.8752
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,SBS_Seoul.csv,67.9981,8.2461,6.5550
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,MBC_CheongJu.csv,87.7651,9.3683,7.7764
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,MBC_ChungJu.csv,136.6872,11.6913,9.0121
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,MBC_DaeJeon.csv,97.7761,9.8882,8.0439
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,JeonJu_Radio.csv,106.6301,10.3262,8.1667
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,KBS_SunCheon.csv,239.1423,15.4642,11.6263
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,TBC_DaeGu.csv,116.9020,10.8121,8.1049
alpha_sweep_alpha0.1_hd64_layer2,alpha_sweep,True,0.1,64,2,7,KBS_KangNeung.csv,KBS_KangNeung.csv,118.9103,10.9046,8.1892
