run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,0,SBS_Seoul.csv,SBS_Seoul.csv,39.9080,6.3173,4.2907
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,1,KBS_KangNeung.csv,SBS_Seoul.csv,52.1059,7.2184,5.2907
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,1,KBS_KangNeung.csv,KBS_KangNeung.csv,91.8432,9.5835,6.1021
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,2,MBC_CheongJu.csv,SBS_Seoul.csv,46.6918,6.8331,4.9108
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,2,MBC_CheongJu.csv,KBS_KangNeung.csv,104.8736,10.2408,6.4820
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,2,MBC_CheongJu.csv,MBC_CheongJu.csv,65.6887,8.1049,5.9598
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,SBS_Seoul.csv,55.6817,7.4620,5.5673
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,KBS_KangNeung.csv,94.1881,9.7051,6.4489
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,MBC_CheongJu.csv,77.3748,8.7963,7.0201
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,MBC_ChungJu.csv,135.3259,11.6330,8.7965
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,4,KBS_DaeJeon.csv,SBS_Seoul.csv,54.3550,7.3726,5.4727
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,4,KBS_DaeJeon.csv,KBS_KangNeung.csv,104.1847,10.2071,6.6637
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,4,KBS_DaeJeon.csv,MBC_CheongJu.csv,70.5072,8.3969,6.5249
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,4,KBS_DaeJeon.csv,MBC_ChungJu.csv,143.3422,11.9726,8.6314
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,4,KBS_DaeJeon.csv,KBS_DaeJeon.csv,74.7113,8.6436,6.5230
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,SBS_Seoul.csv,52.8494,7.2698,5.4375
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,KBS_KangNeung.csv,101.0299,10.0514,6.6826
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,MBC_CheongJu.csv,70.8220,8.4156,6.6269
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,MBC_ChungJu.csv,143.6642,11.9860,8.9275
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,KBS_DaeJeon.csv,80.8485,8.9916,6.9672
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,TBN_DaeGu.csv,110.4249,10.5083,7.4812
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,SBS_Seoul.csv,73.8306,8.5925,6.7979
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_KangNeung.csv,103.5184,10.1744,7.2618
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,MBC_CheongJu.csv,99.9713,9.9986,8.3670
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,MBC_ChungJu.csv,130.5924,11.4277,9.1288
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_DaeJeon.csv,90.3004,9.5027,7.7717
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,TBN_DaeGu.csv,123.1702,11.0982,8.6144
ER_3_sweep_alpha0.5_hd64_layer2,ER_3_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_SunCheon.csv,210.7997,14.5189,11.1283
