run_name,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
alpha_0.5,True,0.5,0,64,2,5G_3.5G,0,MBC_CheongJu.csv,MBC_CheongJu.csv,62.9559,7.9345,5.6510
alpha_0.5,True,0.5,0,64,2,5G_3.5G,1,Broad_CheongJu.csv,MBC_CheongJu.csv,62.9336,7.9331,5.8550
alpha_0.5,True,0.5,0,64,2,5G_3.5G,1,Broad_CheongJu.csv,Broad_CheongJu.csv,78.1127,8.8381,6.5154
alpha_0.5,True,0.5,0,64,2,5G_3.5G,2,MBC_DaeJeon.csv,MBC_CheongJu.csv,69.7132,8.3494,6.4578
alpha_0.5,True,0.5,0,64,2,5G_3.5G,2,MBC_DaeJeon.csv,Broad_CheongJu.csv,75.7882,8.7056,6.6017
alpha_0.5,True,0.5,0,64,2,5G_3.5G,2,MBC_DaeJeon.csv,MBC_DaeJeon.csv,94.3653,9.7142,7.3754
alpha_0.5,True,0.5,0,64,2,5G_3.5G,3,KBS_DaeJeon.csv,MBC_CheongJu.csv,71.4914,8.4553,6.5452
alpha_0.5,True,0.5,0,64,2,5G_3.5G,3,KBS_DaeJeon.csv,Broad_CheongJu.csv,75.4143,8.6841,6.5627
alpha_0.5,True,0.5,0,64,2,5G_3.5G,3,KBS_DaeJeon.csv,MBC_DaeJeon.csv,92.3936,9.6122,7.2307
alpha_0.5,True,0.5,0,64,2,5G_3.5G,3,KBS_DaeJeon.csv,KBS_DaeJeon.csv,62.9169,7.9320,5.8629
alpha_0.5,True,0.5,0,64,2,5G_3.5G,4,CMB_DaeJeon.csv,MBC_CheongJu.csv,68.7542,8.2918,6.4279
alpha_0.5,True,0.5,0,64,2,5G_3.5G,4,CMB_DaeJeon.csv,Broad_CheongJu.csv,74.4538,8.6287,6.5284
alpha_0.5,True,0.5,0,64,2,5G_3.5G,4,CMB_DaeJeon.csv,MBC_DaeJeon.csv,93.2848,9.6584,7.2945
alpha_0.5,True,0.5,0,64,2,5G_3.5G,4,CMB_DaeJeon.csv,KBS_DaeJeon.csv,64.2422,8.0151,5.9432
alpha_0.5,True,0.5,0,64,2,5G_3.5G,4,CMB_DaeJeon.csv,CMB_DaeJeon.csv,70.3810,8.3893,6.0158
alpha_0.5,True,0.5,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_CheongJu.csv,77.5851,8.8082,7.2136
alpha_0.5,True,0.5,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,Broad_CheongJu.csv,80.1353,8.9518,7.1913
alpha_0.5,True,0.5,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_DaeJeon.csv,90.7385,9.5257,7.5268
alpha_0.5,True,0.5,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,KBS_DaeJeon.csv,67.5380,8.2182,6.3791
alpha_0.5,True,0.5,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,CMB_DaeJeon.csv,74.5121,8.6320,6.6634
alpha_0.5,True,0.5,0,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_ChungJu.csv,141.5620,11.8980,8.6394
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_CheongJu.csv,76.8983,8.7692,7.1286
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,Broad_CheongJu.csv,78.8159,8.8778,7.0636
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_DaeJeon.csv,91.7053,9.5763,7.5808
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_DaeJeon.csv,67.1664,8.1955,6.3684
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,CMB_DaeJeon.csv,74.5024,8.6315,6.6571
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_ChungJu.csv,142.4255,11.9342,8.5861
alpha_0.5,True,0.5,0,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_ChungJu.csv,109.1562,10.4478,7.7872
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_CheongJu.csv,68.1895,8.2577,6.6703
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,Broad_CheongJu.csv,78.9350,8.8845,7.0476
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_DaeJeon.csv,98.5832,9.9289,7.7824
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_DaeJeon.csv,69.8030,8.3548,6.4374
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,CMB_DaeJeon.csv,77.2668,8.7902,6.7189
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,MBC_ChungJu.csv,148.0078,12.1658,8.7382
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_ChungJu.csv,117.6263,10.8456,8.0658
alpha_0.5,True,0.5,0,64,2,5G_3.5G,7,KBS_main.csv,KBS_main.csv,50.2182,7.0865,5.3580
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,MBC_CheongJu.csv,65.1000,8.0685,6.3338
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,Broad_CheongJu.csv,76.6083,8.7526,6.7792
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,MBC_DaeJeon.csv,101.8460,10.0919,7.7568
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,KBS_DaeJeon.csv,69.4816,8.3356,6.2784
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,CMB_DaeJeon.csv,75.8542,8.7094,6.4211
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,MBC_ChungJu.csv,153.4946,12.3893,8.6702
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,KBS_ChungJu.csv,122.1953,11.0542,8.0675
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,KBS_main.csv,46.7195,6.8352,5.0681
alpha_0.5,True,0.5,0,64,2,5G_3.5G,8,SBS.csv,SBS.csv,51.9638,7.2086,5.2561
alpha_0.5,True,0.5,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_CheongJu.csv,67.1551,8.1948,6.5703
alpha_0.5,True,0.5,0,64,2,5G_3.5G,9,MBC_sa.csv,Broad_CheongJu.csv,77.8700,8.8244,6.9832
alpha_0.5,True,0.5,0,64,2,5G_3.5G,9,MBC_sa.csv,MBC_DaeJeon.csv,100.4298,10.0215,7.8857
alpha_0.5,True,0.5,0,64,2,5G_3.5G,9,MBC_sa.csv,KBS_DaeJeon.csv,70.2449,8.3812,6.4677
