run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,0,MBC_CheongJu_6G_7.125G.csv,MBC_CheongJu_6G_7.125G.csv,69.3925,8.3302,6.0567
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,1,Broad_CheongJu_6G_7.125G.csv,MBC_CheongJu_6G_7.125G.csv,79.4907,8.9158,6.8458
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,1,Broad_CheongJu_6G_7.125G.csv,Broad_CheongJu_6G_7.125G.csv,87.2080,9.3385,7.0619
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,2,MBC_DaeJeon_6G_7.125G.csv,MBC_CheongJu_6G_7.125G.csv,111.0838,10.5396,8.5821
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,2,MBC_DaeJeon_6G_7.125G.csv,Broad_CheongJu_6G_7.125G.csv,101.3302,10.0663,7.9901
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,2,MBC_DaeJeon_6G_7.125G.csv,MBC_DaeJeon_6G_7.125G.csv,103.4589,10.1715,8.0057
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,3,KBS_DaeJeon_6G_7.125G.csv,MBC_CheongJu_6G_7.125G.csv,101.0787,10.0538,8.1885
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,3,KBS_DaeJeon_6G_7.125G.csv,Broad_CheongJu_6G_7.125G.csv,96.4569,9.8212,7.7308
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,3,KBS_DaeJeon_6G_7.125G.csv,MBC_DaeJeon_6G_7.125G.csv,105.1307,10.2533,8.0584
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_7.125G,freq_sweep,True,0.5,0.7,64,2,6G_7.125G,3,KBS_DaeJeon_6G_7.125G.csv,KBS_DaeJeon_6G_7.125G.csv,83.3750,9.1310,7.1626
