run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,0,MBC_CheongJu_6G_14.8G.csv,MBC_CheongJu_6G_14.8G.csv,89.4052,9.4554,7.1227
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,1,Broad_CheongJu_6G_14.8G.csv,MBC_CheongJu_6G_14.8G.csv,99.9015,9.9951,7.7065
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,1,Broad_CheongJu_6G_14.8G.csv,Broad_CheongJu_6G_14.8G.csv,110.5727,10.5154,8.0779
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,2,MBC_DaeJeon_6G_14.8G.csv,MBC_CheongJu_6G_14.8G.csv,132.3666,11.5051,9.4540
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,2,MBC_DaeJeon_6G_14.8G.csv,Broad_CheongJu_6G_14.8G.csv,119.9653,10.9529,8.7087
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,2,MBC_DaeJeon_6G_14.8G.csv,MBC_DaeJeon_6G_14.8G.csv,129.0903,11.3618,8.9939
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,3,KBS_DaeJeon_6G_14.8G.csv,MBC_CheongJu_6G_14.8G.csv,112.9413,10.6274,8.5593
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,3,KBS_DaeJeon_6G_14.8G.csv,Broad_CheongJu_6G_14.8G.csv,112.8709,10.6241,8.3020
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,3,KBS_DaeJeon_6G_14.8G.csv,MBC_DaeJeon_6G_14.8G.csv,137.4363,11.7233,9.0629
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,3,KBS_DaeJeon_6G_14.8G.csv,KBS_DaeJeon_6G_14.8G.csv,102.0161,10.1003,7.7592
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,4,CMB_DaeJeon_6G_14.8G.csv,MBC_CheongJu_6G_14.8G.csv,99.4711,9.9735,7.7500
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,4,CMB_DaeJeon_6G_14.8G.csv,Broad_CheongJu_6G_14.8G.csv,110.4298,10.5086,8.0537
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,4,CMB_DaeJeon_6G_14.8G.csv,MBC_DaeJeon_6G_14.8G.csv,149.7209,12.2360,9.2993
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,4,CMB_DaeJeon_6G_14.8G.csv,KBS_DaeJeon_6G_14.8G.csv,104.4451,10.2198,7.5477
freq_sweep_alpha0.5_beta0.7_hd64_layer2_6G_14.8G,freq_sweep,True,0.5,0.7,64,2,6G_14.8G,4,CMB_DaeJeon_6G_14.8G.csv,CMB_DaeJeon_6G_14.8G.csv,105.3195,10.2625,7.4607
