run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,0,SBS_Seoul.csv,SBS_Seoul.csv,56.6718,7.5281,5.7437
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,1,MBC_CheongJu.csv,SBS_Seoul.csv,56.8823,7.5420,5.7592
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,1,MBC_CheongJu.csv,MBC_CheongJu.csv,73.8802,8.5954,6.8450
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,2,MBC_ChungJu.csv,SBS_Seoul.csv,62.7175,7.9194,6.0966
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,2,MBC_ChungJu.csv,MBC_CheongJu.csv,80.8144,8.9897,7.3165
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,2,MBC_ChungJu.csv,MBC_ChungJu.csv,133.8452,11.5691,8.7620
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,3,MBC_DaeJeon.csv,SBS_Seoul.csv,65.0843,8.0675,6.2849
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,3,MBC_DaeJeon.csv,MBC_CheongJu.csv,80.5732,8.9763,7.3526
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,3,MBC_DaeJeon.csv,MBC_ChungJu.csv,135.4443,11.6381,8.8358
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,3,MBC_DaeJeon.csv,MBC_DaeJeon.csv,92.1492,9.5994,7.6846
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,4,JeonJu_Radio.csv,SBS_Seoul.csv,56.8943,7.5428,5.7329
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,4,JeonJu_Radio.csv,MBC_CheongJu.csv,74.1609,8.6117,6.8777
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,4,JeonJu_Radio.csv,MBC_ChungJu.csv,141.0283,11.8755,8.7795
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,4,JeonJu_Radio.csv,MBC_DaeJeon.csv,95.3582,9.7652,7.6908
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,4,JeonJu_Radio.csv,JeonJu_Radio.csv,99.9293,9.9965,7.2959
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,5,KBS_SunCheon.csv,SBS_Seoul.csv,68.5958,8.2823,6.4804
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,5,KBS_SunCheon.csv,MBC_CheongJu.csv,88.8553,9.4263,7.8129
alpha_sweep_alpha0.3_hd64_layer2,alpha_sweep,True,0.3,64,2,5,KBS_SunCheon.csv,MBC_ChungJu.csv,132.3542,11.5045,8.8818
