run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,0,SBS_Seoul.csv,SBS_Seoul.csv,42.9432,6.5531,4.4564
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,1,MBC_CheongJu.csv,SBS_Seoul.csv,43.8370,6.6210,4.5727
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,1,MBC_CheongJu.csv,MBC_CheongJu.csv,63.8754,7.9922,5.5718
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,2,MBC_ChungJu.csv,SBS_Seoul.csv,51.7771,7.1956,5.3912
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,2,MBC_ChungJu.csv,MBC_CheongJu.csv,70.9316,8.4221,6.6120
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,2,MBC_ChungJu.csv,MBC_ChungJu.csv,141.8122,11.9085,8.7872
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,SBS_Seoul.csv,56.7006,7.5300,5.6540
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,MBC_CheongJu.csv,70.8695,8.4184,6.5088
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,MBC_ChungJu.csv,145.9846,12.0824,8.5115
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,3,MBC_DaeJeon.csv,MBC_DaeJeon.csv,90.5955,9.5182,7.2028
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,SBS_Seoul.csv,53.8225,7.3364,5.5329
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,MBC_CheongJu.csv,71.0781,8.4308,6.6473
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,MBC_ChungJu.csv,143.9071,11.9961,8.6730
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,MBC_DaeJeon.csv,93.8112,9.6856,7.5260
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,4,JeonJu_Radio.csv,JeonJu_Radio.csv,96.0687,9.8015,6.9190
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,SBS_Seoul.csv,77.3893,8.7971,6.9330
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,MBC_CheongJu.csv,100.3797,10.0190,8.3328
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,MBC_ChungJu.csv,130.4985,11.4236,9.0433
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,MBC_DaeJeon.csv,99.4666,9.9733,8.1522
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,JeonJu_Radio.csv,106.0970,10.3003,7.9867
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,5,KBS_SunCheon.csv,KBS_SunCheon.csv,216.4682,14.7129,11.1197
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,SBS_Seoul.csv,63.0146,7.9382,6.2380
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,MBC_CheongJu.csv,80.4597,8.9699,7.3340
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,MBC_ChungJu.csv,133.4432,11.5518,8.8195
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,MBC_DaeJeon.csv,94.1387,9.7025,7.8216
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,JeonJu_Radio.csv,99.4675,9.9733,7.5732
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,KBS_SunCheon.csv,237.9745,15.4264,11.4687
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,6,TBC_DaeGu.csv,TBC_DaeGu.csv,109.3560,10.4573,7.7073
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,SBS_Seoul.csv,70.8239,8.4157,6.6076
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,MBC_CheongJu.csv,89.8500,9.4789,7.8196
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,MBC_ChungJu.csv,135.4220,11.6371,8.9829
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,MBC_DaeJeon.csv,101.7527,10.0873,8.1720
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,JeonJu_Radio.csv,107.6244,10.3742,8.1984
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,KBS_SunCheon.csv,238.8264,15.4540,11.6173
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,TBC_DaeGu.csv,118.6862,10.8943,8.1778
ER_5_sweep_alpha0.5_hd64_layer2,ER_5_sweep,True,0.5,64,2,7,KBS_KangNeung.csv,KBS_KangNeung.csv,87.9792,9.3797,6.2272
