run_name,sweep_tag,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,0,MBC_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,51.2706,7.1604,5.2052
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,57.0028,7.5500,5.7582
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,1,Broad_CheongJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,60.6932,7.7906,5.8442
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,75.0490,8.6631,6.8934
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,69.3608,8.3283,6.5556
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,2,MBC_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,68.2469,8.2612,6.4397
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,65.3889,8.0863,6.2363
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,64.8964,8.0558,6.1006
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,70.1639,8.3764,6.3665
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,3,KBS_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,54.3680,7.3735,5.4739
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,60.7163,7.7921,6.0255
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,62.5950,7.9117,5.9974
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,73.5535,8.5763,6.6002
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,55.5027,7.4500,5.6136
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,4,CMB_DaeJeon_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,65.3836,8.0860,5.9693
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_CheongJu_LTE_2.1G.csv,82.6374,9.0905,7.5901
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,Broad_CheongJu_LTE_2.1G.csv,78.1309,8.8392,7.2331
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_DaeJeon_LTE_2.1G.csv,77.6714,8.8131,7.1143
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,KBS_DaeJeon_LTE_2.1G.csv,67.5144,8.2167,6.5606
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,CMB_DaeJeon_LTE_2.1G.csv,77.0417,8.7773,6.9698
freq_sweep_alpha0.5_beta0.7_hd64_layer2_LTE_2.1G,freq_sweep,True,0.5,0.7,64,2,LTE_2.1G,5,MBC_ChungJu_LTE_2.1G.csv,MBC_ChungJu_LTE_2.1G.csv,99.7867,9.9893,7.7722
