run_name,sweep_tag,use_replay,alpha,hidden_dim,layer_num,stage,stage_task,eval_task,mse,rmse,mae
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,0,MBC_CheongJu.csv,MBC_CheongJu.csv,61.0648,7.8144,5.4843
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,1,KBS_DaeJeon.csv,MBC_CheongJu.csv,64.2843,8.0178,5.8850
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,1,KBS_DaeJeon.csv,KBS_DaeJeon.csv,71.8453,8.4762,6.0436
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,2,KBS_Seoul.csv,MBC_CheongJu.csv,63.0962,7.9433,5.8668
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,2,KBS_Seoul.csv,KBS_DaeJeon.csv,79.0540,8.8912,6.5296
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,2,KBS_Seoul.csv,KBS_Seoul.csv,47.1341,6.8654,4.9347
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,MBC_CheongJu.csv,69.6983,8.3486,6.5440
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,KBS_DaeJeon.csv,77.1923,8.7859,6.7085
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,KBS_Seoul.csv,56.1435,7.4929,5.6482
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,3,MBC_ChungJu.csv,MBC_ChungJu.csv,137.2548,11.7156,8.5108
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,4,KBS_KangNeung.csv,MBC_CheongJu.csv,78.4072,8.8548,6.9939
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,4,KBS_KangNeung.csv,KBS_DaeJeon.csv,85.3797,9.2401,7.1298
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,4,KBS_KangNeung.csv,KBS_Seoul.csv,59.8672,7.7374,5.9628
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,4,KBS_KangNeung.csv,MBC_ChungJu.csv,140.2987,11.8448,8.8650
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,4,KBS_KangNeung.csv,KBS_KangNeung.csv,89.9731,9.4854,6.2202
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,MBC_CheongJu.csv,72.9816,8.5429,6.7770
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,KBS_DaeJeon.csv,80.5702,8.9761,7.0087
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,KBS_Seoul.csv,59.2802,7.6994,5.9280
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,MBC_ChungJu.csv,139.6495,11.8173,8.8958
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,KBS_KangNeung.csv,103.5880,10.1778,7.0571
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,5,TBN_DaeGu.csv,TBN_DaeGu.csv,109.5438,10.4663,7.5096
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,MBC_CheongJu.csv,94.9204,9.7427,8.1259
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_DaeJeon.csv,89.5789,9.4646,7.6812
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_Seoul.csv,74.0628,8.6060,6.8601
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,MBC_ChungJu.csv,131.7840,11.4797,9.1113
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_KangNeung.csv,101.0590,10.0528,7.2047
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,TBN_DaeGu.csv,120.7553,10.9889,8.4438
ER_2_sweep_alpha0.5_hd64_layer2,ER_2_sweep,True,0.5,64,2,6,KBS_SunCheon.csv,KBS_SunCheon.csv,219.2412,14.8068,11.2709
