run_name,use_scaling,alpha,beta,hidden_dim,layer_num,freq_band,stage,stage_task,eval_task,mse,rmse,mae
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,0,MBC_CheongJu.csv,MBC_CheongJu.csv,62.9559,7.9345,5.6510
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,1,Broad_CheongJu.csv,MBC_CheongJu.csv,67.5827,8.2209,5.5370
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,1,Broad_CheongJu.csv,Broad_CheongJu.csv,92.1128,9.5975,6.6263
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,2,MBC_DaeJeon.csv,MBC_CheongJu.csv,65.6298,8.1012,5.8827
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,2,MBC_DaeJeon.csv,Broad_CheongJu.csv,78.0635,8.8354,6.4033
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,2,MBC_DaeJeon.csv,MBC_DaeJeon.csv,109.4673,10.4627,7.6606
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,3,KBS_DaeJeon.csv,MBC_CheongJu.csv,66.2626,8.1402,6.0486
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,3,KBS_DaeJeon.csv,Broad_CheongJu.csv,77.7030,8.8149,6.4900
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,3,KBS_DaeJeon.csv,MBC_DaeJeon.csv,105.4078,10.2668,7.6258
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,3,KBS_DaeJeon.csv,KBS_DaeJeon.csv,68.8959,8.3004,6.0127
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,4,CMB_DaeJeon.csv,MBC_CheongJu.csv,68.9407,8.3031,6.2133
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,4,CMB_DaeJeon.csv,Broad_CheongJu.csv,75.7394,8.7028,6.4270
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,4,CMB_DaeJeon.csv,MBC_DaeJeon.csv,101.8361,10.0914,7.4539
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,4,CMB_DaeJeon.csv,KBS_DaeJeon.csv,67.5392,8.2182,5.9414
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,4,CMB_DaeJeon.csv,CMB_DaeJeon.csv,73.1960,8.5555,6.0080
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_CheongJu.csv,72.5020,8.5148,6.8080
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,5,MBC_ChungJu.csv,Broad_CheongJu.csv,78.3072,8.8491,6.9923
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_DaeJeon.csv,98.9396,9.9468,7.7273
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,5,MBC_ChungJu.csv,KBS_DaeJeon.csv,68.3061,8.2647,6.3006
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,5,MBC_ChungJu.csv,CMB_DaeJeon.csv,75.2738,8.6760,6.5316
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,5,MBC_ChungJu.csv,MBC_ChungJu.csv,149.9909,12.2471,8.8334
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_CheongJu.csv,80.6676,8.9815,7.3554
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,Broad_CheongJu.csv,80.8063,8.9892,7.2448
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_DaeJeon.csv,94.5063,9.7214,7.7054
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_DaeJeon.csv,68.2736,8.2628,6.4230
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,CMB_DaeJeon.csv,77.3759,8.7964,6.8319
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,MBC_ChungJu.csv,141.3679,11.8898,8.7194
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,6,KBS_ChungJu.csv,KBS_ChungJu.csv,110.6022,10.5168,7.9895
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,MBC_CheongJu.csv,64.1528,8.0095,6.1923
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,Broad_CheongJu.csv,80.4917,8.9717,6.8879
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,MBC_DaeJeon.csv,107.9449,10.3897,7.9644
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,KBS_DaeJeon.csv,73.2235,8.5571,6.3950
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,CMB_DaeJeon.csv,77.7856,8.8196,6.4007
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,MBC_ChungJu.csv,161.8992,12.7240,8.9372
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,KBS_ChungJu.csv,131.4096,11.4634,8.3556
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,7,KBS_main.csv,KBS_main.csv,47.0932,6.8625,5.0634
beta_0.5,True,0.5,0.5,64,2,5G_3.5G,8,SBS.csv,MBC_CheongJu.csv,64.9056,8.0564,6.2391
