,R,D,H,PL,F
0,13258.183121437212,12137.915097861614,12.0,120.00291358753066,9.255272505103306
1,5120.605820023994,4304.415350123643,-4.0,111.73966023381325,9.255272505103306
2,31435.963985541774,30511.434350707674,27.0,133.35832354851004,9.255272505103306
3,29074.54192571596,1181.4370292801768,28.0,158.76954904760228,9.255272505103306
4,57767.47615899381,56588.004225131976,12.0,134.28967429318013,9.255272505103306
5,50868.76539932749,49757.8766378869,12.0,132.9199390694729,9.255272505103306
6,36928.33432003583,34578.14456776211,6.0,129.4156850435784,9.255272505103306
7,43553.1028131861,26288.601947001443,245.0,162.70978024493553,9.255272505103306
8,39652.98724557803,8262.748651294758,316.0,167.91330470585802,9.255272505103306
9,57522.43141052006,56341.85453502179,12.0,134.24410443464743,9.255272505103306
10,61666.411509848265,738.6659289976927,88.0,201.68262219947974,9.255272505103306
11,20570.15455332484,5457.685318323862,-42.0,153.9100151878108,9.255272505103306
12,50102.55821023285,2364.9283851882824,119.0,167.81574932421196,9.255272505103306
13,16090.303312290174,14938.758225785074,12.0,121.68451794193052,9.255272505103306
14,35747.340980267065,34839.006766489256,27.0,134.37615560781336,9.255272505103306
15,25354.756542578303,24479.81368687415,27.0,131.68833470179146,9.255272505103306
16,11679.486228006313,5840.112679898464,25.0,130.78240495444425,9.255272505103306
17,29724.78534792697,6672.672616826247,236.0,167.96773513690889,9.255272505103306
18,22186.586084478957,19277.522220689294,8.0,124.47504294791722,9.255272505103306
19,30390.98001920701,28701.291784927686,10.0,127.24414530800148,9.255272505103306
20,38084.66441696568,37164.500238462526,27.0,134.88236502533866,9.255272505103306
21,31062.04476878595,20712.738872515103,214.0,158.46547298461007,9.255272505103306
22,50538.17414547752,2868.8448767014347,296.0,171.40250025111493,9.255272505103306
23,44747.93702840353,43686.85969689855,12.0,131.5266468412389,9.255272505103306
24,52822.36300714715,1179.1415596025997,258.0,173.9088693928232,9.255272505103306
25,53428.413722552934,52516.585264437694,27.0,137.63111576271766,9.255272505103306
26,49049.934972307674,924.5717168110292,187.0,171.57569487378817,9.255272505103306
27,39575.58632179655,37415.995289225924,6.0,130.180212679273,9.255272505103306
28,47299.395736685256,46524.183792007185,27.0,136.63421933370697,9.255272505103306
29,29815.549222367335,1990.401641227404,176.0,166.77930632521603,9.255272505103306
30,15807.00392224305,2359.222166169304,15.0,137.75194203065274,9.255272505103306
31,4599.493579669733,3468.5729081469544,12.0,110.80743366339684,9.255272505103306
32,25059.99049438915,6513.368696945215,380.0,165.62554628090803,9.255272505103306
33,34405.07633100011,924.4806825606634,89.0,163.60692665845622,9.255272505103306
34,43648.08907335763,6899.147346764716,328.0,168.43833720046499,9.255272505103306
35,47900.57884668884,38715.84529055278,116.0,155.49186498830636,9.255272505103306
36,24248.37688074958,23368.617819289513,27.0,131.34762670472662,9.255272505103306
37,29209.69587433448,23370.32969671057,25.0,134.03898008375546,9.255272505103306
38,41324.96579651489,39634.42057387449,10.0,130.65578001585652,9.255272505103306
