,R,D,H,PL,F,freq_band
39,58629.19418988353,1190.6283842268645,3.0,165.80012311194096,9.544068044350276,5G_3.5G
40,41638.72287815217,924.5521277184828,136.0,175.8994071378444,9.544068044350276,5G_3.5G
41,38135.2883844642,1191.1481629848906,179.0,221.47690219500888,9.544068044350276,5G_3.5G
42,39859.5776578123,2388.4486764321978,35.0,155.8648099243834,9.544068044350276,5G_3.5G
43,62196.01779322856,22036.449883080408,162.0,173.8383681470476,9.544068044350276,5G_3.5G
44,35972.48747919381,753.6151569019107,26.0,165.2798204137513,9.544068044350276,5G_3.5G
45,35698.183165167095,12937.866453169445,77.0,186.3037136702473,9.544068044350276,5G_3.5G
46,19577.26914280328,8282.680825254589,-17.0,162.8250249565727,9.544068044350276,5G_3.5G
47,16479.257418100548,11634.985984866436,59.0,157.7107732333689,9.544068044350276,5G_3.5G
48,42090.50782964544,39708.59736694913,81.0,165.70165719727265,9.544068044350276,5G_3.5G
49,9831.835672637637,7585.957766063551,46.0,150.97509582871447,9.544068044350276,5G_3.5G
50,49017.58673346475,924.402706971768,17.0,183.648707442662,9.544068044350276,5G_3.5G
51,43817.51443993681,1505.413562479967,193.0,199.2077141572673,9.544068044350276,5G_3.5G
52,36274.99556931552,13289.01636907319,329.0,172.12426946221626,9.544068044350276,5G_3.5G
53,15736.317701525171,924.6911224604504,15.0,148.03871907512047,9.544068044350276,5G_3.5G
54,54863.93891585236,39075.28711096396,254.0,176.6770533816977,9.544068044350276,5G_3.5G
55,44420.27310925449,7023.136017412101,118.0,187.91842783602124,9.544068044350276,5G_3.5G
56,34511.91084088213,32124.080943469453,77.0,164.01905739557975,9.544068044350276,5G_3.5G
57,7548.533279585606,5598.437850889408,-50.0,123.1314925108946,9.544068044350276,5G_3.5G
58,43513.379611199154,7396.302967905958,319.0,175.96345829726488,9.544068044350276,5G_3.5G
59,13954.738767436347,7325.839937967363,52.0,148.09324936494409,9.544068044350276,5G_3.5G
60,54246.58774426438,24489.36394572858,382.0,177.49521687202312,9.544068044350276,5G_3.5G
61,38543.49855106048,36139.78432974941,119.0,169.01936982057566,9.544068044350276,5G_3.5G
62,53983.6873927028,1189.612221197054,165.0,180.7697028360581,9.544068044350276,5G_3.5G
63,53244.45123078149,2873.602589207261,36.0,161.00593333302845,9.544068044350276,5G_3.5G
64,46333.1072817056,18804.223606666663,655.0,180.76423971138647,9.544068044350276,5G_3.5G
65,42526.30073733982,924.5674452815948,95.0,175.8577525003456,9.544068044350276,5G_3.5G
66,10605.160975456409,2441.971598237305,62.0,157.77512373591054,9.544068044350276,5G_3.5G
67,35321.30921714922,1193.53651501704,96.0,194.5291840687031,9.544068044350276,5G_3.5G
68,52111.48812894945,16442.346299650017,86.0,160.71585417736796,9.544068044350276,5G_3.5G
69,51102.78050976386,1193.9127355313094,218.0,213.1696203340041,9.544068044350276,5G_3.5G
70,50221.304019733056,1995.313162606324,67.0,167.51525044680625,9.544068044350276,5G_3.5G
71,69716.52672035345,6480.971273525129,4.0,187.7448820286357,9.544068044350276,5G_3.5G
72,55880.35451514264,3570.5292432887727,177.0,203.92613869834392,9.544068044350276,5G_3.5G
73,30723.311279906437,924.6578594431188,7.0,161.97067579871975,9.544068044350276,5G_3.5G
74,39738.72683809776,1770.4032214759957,101.0,195.3858739401096,9.544068044350276,5G_3.5G
75,44353.63873889829,2442.980134826764,129.0,183.12187461256988,9.544068044350276,5G_3.5G
76,41443.20868486998,5356.592669332254,356.0,178.04245869547685,9.544068044350276,5G_3.5G
77,14133.12415512494,11731.354511859465,123.0,160.9593159589325,9.544068044350276,5G_3.5G
78,46770.04379330953,2387.863671321472,274.0,179.14468179983945,9.544068044350276,5G_3.5G
79,48320.09321214516,4338.755694372551,231.0,175.8286765010261,9.544068044350276,5G_3.5G
80,44010.18955697187,4683.850310037139,280.0,191.13500467289003,9.544068044350276,5G_3.5G
81,30021.36351240373,752.176527769591,242.0,179.46357716330203,9.544068044350276,5G_3.5G
82,29278.33979890597,12916.077545900243,-12.0,168.00955331485667,9.544068044350276,5G_3.5G
83,27995.44737487937,25748.911945006028,59.0,159.56005319373634,9.544068044350276,5G_3.5G
84,47508.89548580511,13527.974323911172,54.0,155.24579256862432,9.544068044350276,5G_3.5G
85,63870.856081883605,1189.500330688244,370.0,200.80099975432327,9.544068044350276,5G_3.5G
86,51366.20791970527,9519.59873795082,269.0,193.55108605319697,9.544068044350276,5G_3.5G
87,33826.96572106537,4683.99351344662,410.0,177.32180617835968,9.544068044350276,5G_3.5G
88,34666.05468163754,1192.9522463549245,-8.0,165.18478240932427,9.544068044350276,5G_3.5G
89,51406.517884221445,27992.2080117922,155.0,168.2600706312606,9.544068044350276,5G_3.5G
90,54358.93104093877,1995.2294458596,30.0,172.24951114674926,9.544068044350276,5G_3.5G
91,28159.743691615084,4681.970459190498,23.0,142.69583755707487,9.544068044350276,5G_3.5G
92,22936.064223198373,4773.885222880092,140.0,157.98115423408942,9.544068044350276,5G_3.5G
93,49095.50593918709,1771.6136725147887,239.0,209.18700161376,9.544068044350276,5G_3.5G
94,34515.315973003606,4875.896790323764,338.0,196.14004160190396,9.544068044350276,5G_3.5G
95,45754.683340000185,750.451223547576,43.0,183.9957214126837,9.544068044350276,5G_3.5G
96,40474.06028154306,3880.5955504522944,347.0,178.1858952472531,9.544068044350276,5G_3.5G
97,46117.42860495544,1193.8373158013194,80.0,191.72642138052527,9.544068044350276,5G_3.5G
98,48034.89382104489,7881.718759972239,389.0,177.7484472570294,9.544068044350276,5G_3.5G
99,57471.16439103799,8857.307892768169,201.0,176.3288320895531,9.544068044350276,5G_3.5G
100,57955.23958287756,1773.2799724022243,234.0,200.63041344134223,9.544068044350276,5G_3.5G
101,19854.633774190414,17545.48875978353,72.0,158.48249943763156,9.544068044350276,5G_3.5G
102,54554.13329636392,17566.16772052865,236.0,174.1114744745379,9.544068044350276,5G_3.5G
103,50182.04157649683,47295.5044912543,102.0,142.70750013753934,9.544068044350276,5G_3.5G
104,58010.7632951503,3151.9888323813307,106.0,193.9189866455717,9.544068044350276,5G_3.5G
105,15505.635090904952,1193.337370051286,109.0,172.50926510966585,9.544068044350276,5G_3.5G
106,29893.30543389976,5353.535923733318,168.0,170.29318453150452,9.544068044350276,5G_3.5G
107,41883.56596950985,6639.82213635871,181.0,173.7265052362599,9.544068044350276,5G_3.5G
108,47493.73731828768,1194.525942207041,190.0,178.90369541906915,9.544068044350276,5G_3.5G
109,47596.20839936526,7737.130402174536,63.0,159.61757322667685,9.544068044350276,5G_3.5G
110,32789.23288421234,30350.76462734776,109.0,167.61516248802926,9.544068044350276,5G_3.5G
111,57729.99013380698,29135.007846551493,42.0,176.1467469678228,9.544068044350276,5G_3.5G
112,39942.92755393401,1190.8599170551624,21.0,164.0439087025843,9.544068044350276,5G_3.5G
113,44419.72675011236,16373.543677757134,-87.0,173.82005141519676,9.544068044350276,5G_3.5G
114,55617.41569033268,21610.551124116144,115.0,176.28568887700857,9.544068044350276,5G_3.5G
115,24814.700893269222,3154.801038758096,24.0,154.04450792459363,9.544068044350276,5G_3.5G
116,33857.55238033701,1764.4464488048409,162.0,172.47218475468455,9.544068044350276,5G_3.5G
117,51501.76610645978,1997.837812335396,174.0,176.25980058162529,9.544068044350276,5G_3.5G
118,56346.04092976082,924.3772539462148,27.0,190.916410792647,9.544068044350276,5G_3.5G
119,54599.92969751011,32397.535391412777,79.0,164.39504995447274,9.544068044350276,5G_3.5G
120,49491.42779060357,924.6792294938606,49.0,176.0765799149264,9.544068044350276,5G_3.5G
121,37325.47333399392,35092.500969771696,61.0,161.950001194197,9.544068044350276,5G_3.5G
122,44381.29024629727,1762.7278527923768,40.0,183.1562516333371,9.544068044350276,5G_3.5G
123,53914.0180430609,924.7962346361516,12.0,149.7486554260612,9.544068044350276,5G_3.5G
124,43480.711532514,3698.2089703283527,200.0,174.17299075134576,9.544068044350276,5G_3.5G
125,56530.32937219332,1773.5682870600597,18.0,158.06921163286893,9.544068044350276,5G_3.5G
126,52789.02933772509,28702.885389341165,312.0,173.16228634395162,9.544068044350276,5G_3.5G
127,36708.368045425486,34324.63549303634,125.0,168.64305198039705,9.544068044350276,5G_3.5G
128,44081.046988661736,751.7462287931866,40.0,208.09981369702345,9.544068044350276,5G_3.5G
129,34035.777488412255,1997.29811528586,76.0,170.80739192372448,9.544068044350276,5G_3.5G
130,68053.64369429443,15536.549213617363,482.0,179.5493657866345,9.544068044350276,5G_3.5G
131,58760.21013515571,1994.686143297621,78.0,175.494650214416,9.544068044350276,5G_3.5G
132,38196.5221219737,4329.497178823645,261.0,174.96610173623603,9.544068044350276,5G_3.5G
133,14812.50611552726,924.54132607856,103.0,177.28918310718078,9.544068044350276,5G_3.5G
134,44795.25715221043,32815.00102705601,104.0,175.3332998454101,9.544068044350276,5G_3.5G
135,26888.81077165403,7060.377476598173,-99.0,156.5955874818525,9.544068044350276,5G_3.5G
136,20331.6387805603,18072.658383585414,52.0,156.84494258201266,9.544068044350276,5G_3.5G
137,52324.06491565933,2773.675410229195,301.0,179.78297831099985,9.544068044350276,5G_3.5G
138,22744.212441157048,16116.556665024867,79.0,150.2522522814003,9.544068044350276,5G_3.5G
139,27103.50187342104,15124.873711272056,72.0,170.08829848256642,9.544068044350276,5G_3.5G
140,41669.43081359996,6643.659627901057,167.0,170.84130257042014,9.544068044350276,5G_3.5G
141,28028.769705259387,25680.130680510418,71.0,161.24122439197305,9.544068044350276,5G_3.5G
142,47761.27871857753,924.7239784027256,88.0,173.79957348226583,9.544068044350276,5G_3.5G
143,24248.55363317521,23405.250697375595,-152.0,131.02286089106548,9.544068044350276,5G_3.5G
144,24230.994177271787,8491.49975216701,354.0,173.1395150477331,9.544068044350276,5G_3.5G
145,26553.458209263423,7735.682155157374,525.0,175.47698934364516,9.544068044350276,5G_3.5G
146,45529.6653069495,20465.81649702959,415.0,174.92054400943385,9.544068044350276,5G_3.5G
147,49915.5920832185,1997.700765464188,231.0,184.34925995481797,9.544068044350276,5G_3.5G
148,51372.685749918455,3160.214277272056,268.0,199.28421258096895,9.544068044350276,5G_3.5G
149,9084.186054560134,2385.6998881408817,139.0,161.40446931451302,9.544068044350276,5G_3.5G
150,67650.0310534457,4758.807917306346,121.0,196.17794083648212,9.544068044350276,5G_3.5G
151,34428.916045284015,1763.6851443785686,54.0,177.76497987030882,9.544068044350276,5G_3.5G
152,39346.89323498151,3581.8654784260407,81.0,166.42199353461783,9.544068044350276,5G_3.5G
153,44406.11110092365,4337.594727098957,173.0,195.88099401510348,9.544068044350276,5G_3.5G
154,48422.431436454455,46040.63765305019,-13.0,165.1656340414563,9.544068044350276,5G_3.5G
155,35143.08380282933,32722.242656003546,66.0,164.07436416362333,9.544068044350276,5G_3.5G
156,44541.70731183294,2873.428809892411,21.0,164.47440274895234,9.544068044350276,5G_3.5G
157,42217.081627197374,12585.14560686132,215.0,175.92901803787902,9.544068044350276,5G_3.5G
158,38591.49818436159,36343.0970633276,62.0,162.236618032568,9.544068044350276,5G_3.5G
159,58008.319735491146,46081.91714057283,-190.0,174.1118351570998,9.544068044350276,5G_3.5G
160,42416.51797395054,2439.237922635152,26.0,169.84336042003602,9.544068044350276,5G_3.5G
161,56629.83401963744,4339.906781391928,424.0,181.6499467695513,9.544068044350276,5G_3.5G
162,44338.59830836408,5945.63103406249,205.0,181.90307043547563,9.544068044350276,5G_3.5G
163,37356.52915960163,8355.36686132648,380.0,174.93865427348075,9.544068044350276,5G_3.5G
164,23272.029117659524,8302.203653320163,131.0,167.1850807890503,9.544068044350276,5G_3.5G
165,49119.860580498935,1998.0943144402604,220.0,177.99538883967142,9.544068044350276,5G_3.5G
166,44212.48424970928,924.5510804709692,22.0,176.4288141562796,9.544068044350276,5G_3.5G
167,69791.40490857209,5947.577021282078,230.0,201.19073470708463,9.544068044350276,5G_3.5G
168,50236.44454768145,751.2034116431655,20.0,171.20294559213164,9.544068044350276,5G_3.5G
169,30059.29849911922,23427.718547131368,78.0,150.15119624612282,9.544068044350276,5G_3.5G
170,51998.48517263954,19896.459019682243,102.0,165.97176442065236,9.544068044350276,5G_3.5G
171,52127.30172012961,2773.6569098905625,330.0,180.5433501547755,9.544068044350276,5G_3.5G
172,12901.674774168025,1505.4244150074258,16.0,149.40784604634442,9.544068044350276,5G_3.5G
173,55412.95173236666,7132.894022358758,54.0,162.39511128799205,9.544068044350276,5G_3.5G
174,48275.30911603259,2388.7841697748822,35.0,158.29381656105295,9.544068044350276,5G_3.5G
175,44163.032019536775,754.023876934479,99.0,174.81638432481105,9.544068044350276,5G_3.5G
176,53237.535702266265,12113.55696625646,356.0,190.9237653273416,9.544068044350276,5G_3.5G
177,10281.355574741649,9367.711988575313,-8.0,123.57015169354824,9.544068044350276,5G_3.5G
178,33536.73802424812,31200.4298813728,64.0,162.64326195959583,9.544068044350276,5G_3.5G
179,31754.17073897492,29504.13685880953,62.0,160.62994908899077,9.544068044350276,5G_3.5G
180,61690.816037097815,5291.3502579415335,209.0,181.2133908828397,9.544068044350276,5G_3.5G
181,48487.94571019182,10281.77402702228,514.0,179.5631121398032,9.544068044350276,5G_3.5G
182,37334.08560025413,1769.1040624199234,327.0,199.9729616538619,9.544068044350276,5G_3.5G
183,51405.035255511255,924.5952042006912,83.0,171.89078734316482,9.544068044350276,5G_3.5G
