global_epoch,task,epoch_in_task,train_loss,val_loss
1,MBC_CheongJu.csv,1,28604.55908203125,28059.766059027777
2,MBC_CheongJu.csv,2,27712.784776475695,26792.578125
3,MBC_CheongJu.csv,3,26040.973958333332,24648.064453125
4,MBC_CheongJu.csv,4,23425.23046875,21549.072265625
5,MBC_CheongJu.csv,5,19836.414659288195,17490.746744791668
6,MBC_CheongJu.csv,6,15392.984347873264,12685.432942708334
7,MBC_CheongJu.csv,7,10342.201429578992,7550.137803819444
8,MBC_CheongJu.csv,8,5382.089891221788,3049.901801215278
9,MBC_CheongJu.csv,9,1656.420133802626,600.3070000542534
10,MBC_CheongJu.csv,10,442.35601382785376,395.46700371636285
11,MBC_CheongJu.csv,11,311.1839307149251,281.1035919189453
12,MBC_CheongJu.csv,12,230.13420825534396,215.38553025987414
13,MBC_CheongJu.csv,13,181.6733258565267,167.4287601047092
14,MBC_CheongJu.csv,14,146.69563017951117,133.70027330186633
15,MBC_CheongJu.csv,15,126.33986070421007,119.30678473578558
16,MBC_CheongJu.csv,16,113.57005479600694,106.64278072781033
17,MBC_CheongJu.csv,17,105.84731970893012,101.18561638726129
18,MBC_CheongJu.csv,18,101.42081451416016,97.97183481852214
19,MBC_CheongJu.csv,19,99.08583386739095,95.5000957912869
20,MBC_CheongJu.csv,20,98.1880423227946,94.64633178710938
21,MBC_CheongJu.csv,21,97.78681988186307,94.02142333984375
22,MBC_CheongJu.csv,22,96.58175298902724,94.71219126383464
23,MBC_CheongJu.csv,23,97.03068076239691,93.61979505750868
24,MBC_CheongJu.csv,24,96.40288363562689,94.7986814710829
25,MBC_CheongJu.csv,25,97.41588317023383,95.62844340006511
26,MBC_CheongJu.csv,26,97.41809442308214,93.51692454020183
27,MBC_CheongJu.csv,27,96.30001216464572,93.73957655164931
28,MBC_CheongJu.csv,28,97.27309163411458,93.53015814887152
29,MBC_CheongJu.csv,29,97.06459172566731,93.40802256266277
30,MBC_CheongJu.csv,30,96.62330754597981,94.56819661458333
31,MBC_CheongJu.csv,31,96.50550439622667,94.28953721788194
32,MBC_CheongJu.csv,32,96.34023963080512,93.40299224853516
33,MBC_CheongJu.csv,33,97.40072631835938,93.38203684488933
34,MBC_CheongJu.csv,34,96.74893697102864,93.30584208170573
35,MBC_CheongJu.csv,35,97.48203743828668,93.65344746907552
36,MBC_CheongJu.csv,36,96.88163418240018,93.55347951253255
37,MBC_CheongJu.csv,37,96.91496276855469,93.864988538954
38,MBC_CheongJu.csv,38,97.2017936706543,93.53592258029514
39,MBC_CheongJu.csv,39,96.98716884189182,93.81842210557726
40,MBC_CheongJu.csv,40,96.52706336975098,95.35801696777344
41,MBC_CheongJu.csv,41,96.61255158318414,94.01281992594402
42,MBC_CheongJu.csv,42,97.10976791381836,95.08609008789062
43,MBC_CheongJu.csv,43,96.954344007704,93.18506198459201
44,MBC_CheongJu.csv,44,96.76125844319661,93.09543863932292
45,MBC_CheongJu.csv,45,97.03186395433214,98.44938574896918
46,MBC_CheongJu.csv,46,96.88729243808322,93.01077355278863
47,MBC_CheongJu.csv,47,96.07821040683322,93.00309244791667
48,MBC_CheongJu.csv,48,96.70626301235623,93.02223883734808
49,MBC_CheongJu.csv,49,96.21319601270888,93.2804438273112
50,MBC_CheongJu.csv,50,96.43899959988065,93.04299841986762
51,MBC_CheongJu.csv,51,95.75259526570638,92.65418667263455
52,MBC_CheongJu.csv,52,95.69565349155002,92.80455017089844
53,MBC_CheongJu.csv,53,95.9533225165473,92.73434193929036
54,MBC_CheongJu.csv,54,96.0830544365777,92.65790134006076
55,MBC_CheongJu.csv,55,95.73891491360135,92.70134819878473
56,MBC_CheongJu.csv,56,94.95493422614203,93.12865532769098
57,MBC_CheongJu.csv,57,96.18013678656683,93.33870612250433
58,MBC_CheongJu.csv,58,95.607240041097,92.4361835055881
59,MBC_CheongJu.csv,59,94.79542933570013,92.24525621202257
60,MBC_CheongJu.csv,60,95.38811175028484,92.15180969238281
61,MBC_CheongJu.csv,61,95.25994491577148,91.93748050265842
62,MBC_CheongJu.csv,62,95.44622336493597,92.16822560628255
63,MBC_CheongJu.csv,63,95.33838526407878,92.4348610772027
64,MBC_CheongJu.csv,64,95.18613370259602,91.92707824707031
