epoch,train_loss,val_loss
1,35.456599686171984,30.08304034339057
2,33.818481990269255,31.043472713894314
3,33.33505762540377,29.69098112318251
4,33.17089275737385,32.581330087449814
5,33.10562722761552,29.488157802157932
6,33.633203129191976,31.599314583672417
7,33.1641171004746,29.5020145840115
8,33.01273381579053,29.305080731709797
9,33.16916518158965,29.119963857862686
10,33.10730328402676,30.277803738911945
11,32.869464161631825,29.171782387627495
12,33.00349348717993,29.973255263434517
13,32.957291424929444,29.202749994066025
14,32.947825505183296,29.26857312520345
15,33.03666838970813,29.98718187544081
16,32.82022210005876,29.30086655086941
17,32.75125866145878,29.27019108666314
18,33.00177020817013,29.156500180562336
19,33.06226340493003,29.115729649861652
20,32.932240412785454,29.59589597913954
21,32.74613240000966,29.176456345452202
22,32.94162045992338,29.7906281153361
23,32.92214827485137,29.34083037906223
24,32.91248137086303,29.79561636182997
25,33.10613502250923,29.615972095065647
26,33.04832353696718,29.165850533379448
27,32.765879997840294,29.38015948401557
28,32.69529791192694,29.166770511203342
29,32.874845525720616,29.471614519755047
30,32.841979435511995,29.28432379828559
31,32.892727547949484,29.068447324964737
32,32.90330914088658,29.73690965440538
33,32.80158302810166,30.477772818671333
34,32.65265722589179,29.533067173428005
35,32.563882408561284,30.601177109612358
36,32.95488026377919,34.49865076276991
37,32.99562827309409,32.495345539516876
38,32.97418598552326,29.165956179300945
39,32.62336886060107,29.968113157484268
40,32.768679817954265,28.973215527004665
41,32.844863577203434,29.403328789605034
42,32.50796898642739,29.171283933851456
43,32.53272718911643,30.270819240146214
44,32.64444011646313,29.35968091752794
45,32.40392783447936,29.34008566538493
46,32.62188431456849,30.149204466078018
47,32.71077529152671,29.90083948771159
48,32.88895298884465,29.23227553897434
49,32.78202000293103,29.16328716278076
50,32.61816923958914,29.248837153116863
51,32.354421060163894,30.614520496792263
52,32.618689358889405,29.81859588623047
53,32.95827312259884,29.376512315538193
54,32.55573838621705,29.715511639912922
55,32.586529364952675,29.42713165283203
56,32.55933099264627,29.392992973327637
57,32.45785715291788,29.754102389017742
58,32.46338070879926,29.829321013556587
59,32.483181670471865,29.24576536814372
60,32.86454204936604,30.129443804423016
61,32.75852553399054,31.350274085998535
62,32.76084983741844,30.15554798973931
63,32.577089267772635,29.608384556240505
64,32.55561013274141,29.266497294108074
65,32.67570426437881,29.17659812503391
66,32.40213897202041,29.026539378696018
67,32.85972226321042,29.566472159491646
68,32.510081406478044,29.0195558336046
69,32.85702977861677,29.335569381713867
70,32.44732976221776,29.36291291978624
71,32.481020979828884,28.985363218519424
72,32.487886722271256,29.678817219204372
73,32.355438232421875,29.40303855472141
74,32.35718806759342,29.193147553337944
75,32.778588661780724,29.577257368299698
76,32.51348172701322,29.05272939470079
77,32.589769258603944,29.269348674350315
78,32.44669666919079,29.083154890272354
79,32.55436769422594,29.218681653340656
80,32.445362300663206,29.06749153137207
81,32.55632046290806,29.749622768825954
82,32.5542975624839,29.623949262830948
83,32.432117420238455,29.27256457010905
84,32.50593330047943,29.319098472595215
85,32.34596912677471,28.89085621303982
86,32.456809054364214,28.978424919976128
87,32.34352134872269,28.988499959309895
88,32.370363172594004,29.744602733188206
89,32.36741325881455,29.252432929144966
90,32.26948385972243,28.904536989000107
91,32.4758972126049,29.14439656999376
92,32.4518921820672,29.389043384128147
93,32.51109062446343,29.199643241034615
94,32.40507987305358,29.389042324490017
95,32.50186551272214,29.10782602098253
96,32.55027066744291,29.58003838857015
97,32.3067316537375,30.769069141811794
98,32.35478765885909,29.097626792060005
99,32.6152908199436,29.111357794867622
100,32.61500417269193,29.059054692586262
101,32.603168466588954,29.11772780948215
102,32.35239020546714,28.984223471747505
103,32.49139196794112,29.146878878275555
104,32.35496332357218,29.474099583095974
105,32.40137066683926,28.88927830590142
106,32.427420920068094,28.973441971672905
107,32.25486279581929,29.60251129998101
108,32.28074358845805,29.081094317966038
109,32.46808957529592,29.04636573791504
110,32.43653616014418,29.15513186984592
111,32.64016732016763,28.976013607449
112,32.239826212872515,29.686766306559246
113,32.43491294357803,29.399286376105415
114,32.49808925586743,29.00639756520589
115,32.40619256994226,29.049251344468857
116,32.511083686744776,29.782736778259277
117,32.416377455323605,28.96639389461941
118,32.59457632211539,29.804005516899956
119,32.34454670581189,29.045779334174263
120,32.50605224777054,29.07160101996528
121,32.363530777312896,29.041999075147842
122,32.36346253195962,29.463526089986164
123,32.50756135877672,29.408727751837837
124,32.30659136929355,28.957538922627766
125,32.274246111020936,29.410100830925835
126,32.361917852045416,29.190362400478786
127,32.25449536920904,29.654281510247124
128,32.31994280972324,28.983568403455948
129,32.283043662270344,29.088862631056045
130,32.44420277941358,28.976224263509113
131,32.267141384082834,29.204810354444717
132,32.406029124836344,28.976830588446724
133,32.25180799882491,29.32259315914578
134,32.560019629342214,29.301414277818466
135,32.429432627918956,28.955779393513996
136,32.24014156467312,28.977170520358616
137,32.25535778422932,29.158144103156197
138,32.33735170469179,29.002449141608345
139,32.226193375639866,28.940496656629776
140,32.59451560135726,29.199841287400986
141,32.22675625308529,29.661328739590115
142,32.199917447435986,28.98754596710205
143,32.2449524638417,29.299946043226456
144,32.2816409435901,29.159969329833984
145,32.17926190973638,29.065255906846787
146,32.29345826788263,28.99000506930881
147,32.31643423143324,28.9655860265096
148,32.260807288872016,29.304233656989204
149,32.20805524469732,29.191283861796062
150,32.339415288233496,29.008856031629776
151,32.21187386145959,29.157815403408474
152,32.23963420993679,29.15350596110026
153,32.248457206474555,28.981757481892902
154,32.28023939866286,29.13657241397434
155,32.2888662317297,29.241282145182293
156,32.31267419752184,29.00212287902832
157,32.30099912790152,29.059788174099392
158,32.287783507462386,29.103521558973526
159,32.339923397525325,29.047239303588867
160,32.268118281940836,28.964706314934624
161,32.24222983894767,29.01332155863444
162,32.11267803527497,29.180270512898762
163,32.212610307630605,29.07303524017334
164,32.231565831781744,29.013197263081867
165,32.23074607010726,29.1344387266371
166,32.29660862094753,28.975228521558975
167,32.28962843758719,29.129456943935818
168,32.20525737385174,29.458830939398872
169,32.300338661277685,29.21697531806098
170,32.21129746489473,29.141198370191788
171,32.37579590933664,29.18116675482856
172,32.333949623527104,29.0435397889879
173,32.14322264115889,29.076305389404297
174,32.121093917679,29.125175370110405
175,32.266542078374506,29.21669069925944
176,32.3473269703624,29.17207251654731
177,32.13559297414926,29.262694358825684
178,32.283520478468674,29.148078388637966
179,32.20946854811449,29.067660013834637
180,32.21209798540388,29.132537206013996
181,32.19314342540699,29.116218249003094
182,32.11644809848659,29.013989448547363
183,32.11564569158868,29.0682856241862
184,32.369715805892106,29.089396688673233
185,32.134230330750185,29.11989296807183
186,32.11412555568821,29.226701100667317
187,32.24884888366029,29.16458585527208
188,32.36023408240015,29.086068047417534
189,32.26163811736055,29.09646807776557
190,32.215806562821946,29.120568805270725
191,32.33080243540334,29.136267132229275
192,32.385008088834994,29.105665524800617
193,32.194429460462636,29.115527470906574
194,32.213572323977296,29.13800885942247
195,32.22153954977517,29.125857247246635
196,32.250867172911924,29.13648902045356
197,32.48237180185842,29.12090566423204
198,32.19357825897552,29.118928061591255
199,32.27063482934302,29.11326524946425
200,32.3191038278433,29.110340542263454
