global_epoch,task,epoch_in_task,train_loss,val_loss
1,MBC_CheongJu.csv,1,28784.689019097223,28357.739800347223
2,MBC_CheongJu.csv,2,28152.276692708332,27402.584852430555
3,MBC_CheongJu.csv,3,26730.284505208332,25392.018446180555
4,MBC_CheongJu.csv,4,24121.074164496527,22177.06618923611
5,MBC_CheongJu.csv,5,20385.901421440973,17920.487630208332
6,MBC_CheongJu.csv,6,15725.596652560764,12933.727647569445
7,MBC_CheongJu.csv,7,10569.30280219184,7765.434678819444
8,MBC_CheongJu.csv,8,5592.973626030816,3279.3399793836807
9,MBC_CheongJu.csv,9,1851.3524136013455,711.4004720052084
10,MBC_CheongJu.csv,10,486.57918972439234,425.4109836154514
11,MBC_CheongJu.csv,11,324.8397051493327,281.96685791015625
12,MBC_CheongJu.csv,12,227.01014794243707,206.3719007703993
13,MBC_CheongJu.csv,13,172.00035773383246,151.68190680609808
14,MBC_CheongJu.csv,14,135.43407694498697,125.18238067626953
15,MBC_CheongJu.csv,15,119.65124278598361,112.72295803493924
16,MBC_CheongJu.csv,16,110.49799219767253,106.25930786132812
17,MBC_CheongJu.csv,17,104.0997142791748,100.99103122287326
18,MBC_CheongJu.csv,18,101.05852635701497,96.94105190700955
19,MBC_CheongJu.csv,19,99.0586011674669,95.45533159044054
20,MBC_CheongJu.csv,20,97.5960087246365,94.08548567030165
21,MBC_CheongJu.csv,21,97.50660366482205,93.68309444851346
22,MBC_CheongJu.csv,22,97.63382636176215,94.69448343912761
23,MBC_CheongJu.csv,23,96.60905075073242,94.51500532362196
24,MBC_CheongJu.csv,24,96.53177388509114,93.9666765001085
25,MBC_CheongJu.csv,25,96.49158583747015,93.05756208631728
26,MBC_CheongJu.csv,26,96.93601332770453,93.03801388210721
27,MBC_CheongJu.csv,27,96.16687986585829,92.96933915879991
28,MBC_CheongJu.csv,28,96.19910028245714,93.3779059516059
29,MBC_CheongJu.csv,29,96.51629787021213,92.78631761338976
30,MBC_CheongJu.csv,30,95.95981343587239,93.03992207845052
31,MBC_CheongJu.csv,31,95.58827145894368,92.66395144992404
32,MBC_CheongJu.csv,32,95.62661827935113,93.15755632188585
33,MBC_CheongJu.csv,33,95.41147793663873,92.5031975640191
34,MBC_CheongJu.csv,34,96.48462592230902,92.8648189968533
35,MBC_CheongJu.csv,35,96.74038696289062,93.52575259738498
36,MBC_CheongJu.csv,36,95.77711296081543,92.36116621229384
37,MBC_CheongJu.csv,37,95.54129325018988,92.67881266276042
38,MBC_CheongJu.csv,38,96.96997833251953,92.5186784532335
39,MBC_CheongJu.csv,39,95.70791880289714,93.72331407335069
40,MBC_CheongJu.csv,40,95.65217166476779,92.43156602647569
41,MBC_CheongJu.csv,41,94.99392339918349,92.28771040174696
42,MBC_CheongJu.csv,42,94.65031645033095,91.8468526204427
43,MBC_CheongJu.csv,43,95.33810763888889,91.82847425672743
44,MBC_CheongJu.csv,44,94.71756807963054,91.72001224093967
45,MBC_CheongJu.csv,45,94.55131657918294,91.75231170654297
46,MBC_CheongJu.csv,46,94.72823354932997,92.86114162868924
47,MBC_CheongJu.csv,47,94.65953742133246,91.41154903835721
48,MBC_CheongJu.csv,48,95.0728522406684,92.55982971191406
49,MBC_CheongJu.csv,49,94.40393129984538,91.25858561197917
50,MBC_CheongJu.csv,50,94.86673715379503,91.47936672634549
51,MBC_CheongJu.csv,51,94.91101349724664,93.21624416775174
52,MBC_CheongJu.csv,52,93.5236275990804,90.97732798258464
53,MBC_CheongJu.csv,53,94.28245502048068,90.83182017008464
54,MBC_CheongJu.csv,54,94.50990358988444,91.17372385660808
55,MBC_CheongJu.csv,55,93.29586844974094,90.58793385823567
56,MBC_CheongJu.csv,56,94.20182779100206,90.75975460476346
57,MBC_CheongJu.csv,57,94.16790559556749,90.55401102701823
58,MBC_CheongJu.csv,58,94.26460287306044,90.32223341200087
59,MBC_CheongJu.csv,59,92.91314697265625,90.26107957628038
60,MBC_CheongJu.csv,60,93.29764578077528,90.39920722113715
61,MBC_CheongJu.csv,61,93.5911356608073,90.0315678914388
62,MBC_CheongJu.csv,62,93.55651325649686,90.71420796712239
63,MBC_CheongJu.csv,63,93.01838556925456,90.0046632554796
64,MBC_CheongJu.csv,64,93.44236670600043,89.73060946994357
65,MBC_CheongJu.csv,65,92.30767250061035,89.61570315890842
66,MBC_CheongJu.csv,66,92.87393124898274,89.78285895453558
67,MBC_CheongJu.csv,67,92.12569533454047,89.52600182427301
68,MBC_CheongJu.csv,68,93.04976548088922,89.38341183132596
69,MBC_CheongJu.csv,69,92.04949696858723,89.55760701497395
70,MBC_CheongJu.csv,70,92.03347524007161,89.47995079888238
71,MBC_CheongJu.csv,71,92.21130794949002,89.2127219306098
72,MBC_CheongJu.csv,72,93.14589945475261,89.49080657958984
73,MBC_CheongJu.csv,73,92.44789780510797,89.7530034383138
74,MBC_CheongJu.csv,74,92.32177649603949,89.08245340983073
75,MBC_CheongJu.csv,75,92.09388330247667,88.94001346164279
76,MBC_CheongJu.csv,76,92.60073322719998,88.9026607937283
77,MBC_CheongJu.csv,77,92.27586343553331,88.90149180094402
78,MBC_CheongJu.csv,78,91.76327387491862,88.80112542046442
79,MBC_CheongJu.csv,79,92.37301466200087,89.39644198947482
80,MBC_CheongJu.csv,80,92.22075271606445,88.73622555202908
81,MBC_CheongJu.csv,81,91.60535727606879,88.76492479112413
82,MBC_CheongJu.csv,82,92.14812914530437,88.85571034749348
83,MBC_CheongJu.csv,83,93.14262877570258,88.63963996039496
84,MBC_CheongJu.csv,84,91.65033700731065,88.76199595133464
85,MBC_CheongJu.csv,85,91.12826209598117,88.63367801242404
86,MBC_CheongJu.csv,86,91.69422382778592,88.63849470350478
87,MBC_CheongJu.csv,87,92.03151914808485,88.71378072102864
88,MBC_CheongJu.csv,88,91.67592853969998,88.6284425523546
89,MBC_CheongJu.csv,89,92.86252551608615,88.60054355197482
90,MBC_CheongJu.csv,90,92.39212481180827,88.60574086507161
91,MBC_CheongJu.csv,91,91.60742229885525,88.62553236219618
92,MBC_CheongJu.csv,92,92.16733402676053,88.61729770236545
93,MBC_CheongJu.csv,93,91.54711553785536,88.63859303792317
94,MBC_CheongJu.csv,94,91.92228825887044,88.57262505425348
95,MBC_CheongJu.csv,95,92.30493100484212,88.60476345486111
96,MBC_CheongJu.csv,96,91.80008443196614,88.57642449273004
97,MBC_CheongJu.csv,97,92.48070971171062,88.57594553629558
