global_epoch,task,epoch_in_task,train_loss,val_loss
1,MBC_CheongJu.csv,1,0.9940417855978012,0.9859470658832126
2,MBC_CheongJu.csv,2,0.9693779150644938,0.9433534145355225
3,MBC_CheongJu.csv,3,0.8969612601730559,0.8311168948809305
4,MBC_CheongJu.csv,4,0.7380793624454074,0.6193528572718302
5,MBC_CheongJu.csv,5,0.4881139058205817,0.34044736954900956
6,MBC_CheongJu.csv,6,0.22227064416640335,0.11194318532943726
7,MBC_CheongJu.csv,7,0.05989058507192466,0.024892708907524746
8,MBC_CheongJu.csv,8,0.01728972686558134,0.015441597128907839
9,MBC_CheongJu.csv,9,0.013762766547087166,0.014665939948625036
10,MBC_CheongJu.csv,10,0.013030224634955326,0.013821525913145807
11,MBC_CheongJu.csv,11,0.01231922517116699,0.013016890320512984
12,MBC_CheongJu.csv,12,0.011668366173075305,0.012236405370963944
13,MBC_CheongJu.csv,13,0.010978362212578455,0.011507855107386908
14,MBC_CheongJu.csv,14,0.010308107102496756,0.010810740602513155
15,MBC_CheongJu.csv,15,0.009728767068332268,0.010157621879544523
16,MBC_CheongJu.csv,16,0.009182464292583367,0.009570879344311025
17,MBC_CheongJu.csv,17,0.008665232789806195,0.008994270840452777
18,MBC_CheongJu.csv,18,0.008153185752841333,0.008460296473155418
19,MBC_CheongJu.csv,19,0.0076775918067950345,0.007959067924982972
20,MBC_CheongJu.csv,20,0.007312737017249067,0.007523468126439386
21,MBC_CheongJu.csv,21,0.006899662665091455,0.007100685292647945
22,MBC_CheongJu.csv,22,0.006574360213966833,0.006718585888544719
23,MBC_CheongJu.csv,23,0.006257915636524558,0.00638124564041694
24,MBC_CheongJu.csv,24,0.005940603260468278,0.006055896015216907
25,MBC_CheongJu.csv,25,0.005663225582490365,0.005780446550084485
26,MBC_CheongJu.csv,26,0.005433266878955894,0.005513830058690574
27,MBC_CheongJu.csv,27,0.0052140581149918335,0.0052833640947937965
28,MBC_CheongJu.csv,28,0.0050032437106387485,0.0050860503947155345
29,MBC_CheongJu.csv,29,0.004862714791670442,0.004890150416435467
30,MBC_CheongJu.csv,30,0.004676607935430689,0.004732390400022268
31,MBC_CheongJu.csv,31,0.0045282368341253865,0.0045849481959723765
32,MBC_CheongJu.csv,32,0.004422033095680591,0.004440598034610351
33,MBC_CheongJu.csv,33,0.004316226365820815,0.004331659059971571
34,MBC_CheongJu.csv,34,0.004202474238506208,0.004227284885322054
35,MBC_CheongJu.csv,35,0.004117806972418394,0.004129475215449929
36,MBC_CheongJu.csv,36,0.004047041435519027,0.004053195990208123
37,MBC_CheongJu.csv,37,0.004014085493205736,0.003977593862348133
38,MBC_CheongJu.csv,38,0.003979093433978657,0.003915887584702836
39,MBC_CheongJu.csv,39,0.0038480986452971897,0.0038591831301649413
40,MBC_CheongJu.csv,40,0.003830749664403912,0.003816386063893636
41,MBC_CheongJu.csv,41,0.0037798671465781,0.0037704455769724315
42,MBC_CheongJu.csv,42,0.0037268136382206446,0.003733233264130023
43,MBC_CheongJu.csv,43,0.0037197458506044415,0.0036962013174262312
44,MBC_CheongJu.csv,44,0.0036574582465820843,0.003665246974883808
45,MBC_CheongJu.csv,45,0.0036561593490963182,0.0036404369295471245
46,MBC_CheongJu.csv,46,0.003626671231662234,0.0036160078727536732
47,MBC_CheongJu.csv,47,0.003607329977158871,0.0035881363114135135
48,MBC_CheongJu.csv,48,0.003618391942129367,0.003580825791383783
49,MBC_CheongJu.csv,49,0.003590645811830958,0.003553775501334005
50,MBC_CheongJu.csv,50,0.0035816742003791863,0.0035358134967585406
51,MBC_CheongJu.csv,51,0.0035667981137521565,0.003520052776568466
52,MBC_CheongJu.csv,52,0.0035206752945668995,0.003511513971413175
53,MBC_CheongJu.csv,53,0.003517446321590493,0.003495612000632617
54,MBC_CheongJu.csv,54,0.0034917871752339932,0.0034808943875961834
55,MBC_CheongJu.csv,55,0.0035012270155776706,0.003473621379170153
56,MBC_CheongJu.csv,56,0.0034778724398670923,0.00346185895614326
57,MBC_CheongJu.csv,57,0.0035010944314611456,0.0034551203716546297
58,MBC_CheongJu.csv,58,0.0034611699455935094,0.0034414709080010653
59,MBC_CheongJu.csv,59,0.0034641033853404224,0.0034351082156515783
60,MBC_CheongJu.csv,60,0.0034968647006381717,0.003430700343516138
61,MBC_CheongJu.csv,61,0.003448665316682309,0.003420570037431187
62,MBC_CheongJu.csv,62,0.0034371153839553394,0.0034098569045050275
63,MBC_CheongJu.csv,63,0.003502389299683273,0.003405092568654153
64,MBC_CheongJu.csv,64,0.003448495925921533,0.0034008586468795934
65,MBC_CheongJu.csv,65,0.0034429906259497833,0.003391898728700148
66,MBC_CheongJu.csv,66,0.003434680350538757,0.0033870897411058345
67,MBC_CheongJu.csv,67,0.0034068807209324506,0.0033828368824389246
68,MBC_CheongJu.csv,68,0.0033929754863493145,0.0033780797643380035
69,MBC_CheongJu.csv,69,0.0033950888901017606,0.003371095181339317
70,MBC_CheongJu.csv,70,0.0033745609851191854,0.0033687730061097276
71,MBC_CheongJu.csv,71,0.00340368731930438,0.0033652548833439746
72,MBC_CheongJu.csv,72,0.0034027294863739777,0.0033611703612324265
73,MBC_CheongJu.csv,73,0.0034214776824228466,0.003357602774889933
74,MBC_CheongJu.csv,74,0.0033999388300192854,0.003354740251476566
75,MBC_CheongJu.csv,75,0.0033941640867851675,0.0033513459170030225
76,MBC_CheongJu.csv,76,0.0033761363657605317,0.0033493575174361467
77,MBC_CheongJu.csv,77,0.0033804428660207326,0.0033454811200499535
78,MBC_CheongJu.csv,78,0.003386937249969277,0.003343497661666738
79,MBC_CheongJu.csv,79,0.0033701321485245395,0.003341167570195264
80,MBC_CheongJu.csv,80,0.003364261653688219,0.003339930773816175
81,MBC_CheongJu.csv,81,0.0033933574126826394,0.003337930085965329
82,MBC_CheongJu.csv,82,0.0034149158875354463,0.003336862712684605
83,MBC_CheongJu.csv,83,0.0033711596430900195,0.0033351819082680675
84,MBC_CheongJu.csv,84,0.0033606318498237264,0.0033323593541151946
85,MBC_CheongJu.csv,85,0.0033777898125764397,0.0033320157995654475
86,MBC_CheongJu.csv,86,0.0033667086261428064,0.0033305378682497474
87,MBC_CheongJu.csv,87,0.0033642490420283545,0.0033299907421072326
88,MBC_CheongJu.csv,88,0.0033761628955188724,0.00332942216967543
89,MBC_CheongJu.csv,89,0.003373311819612152,0.003328252247431212
90,MBC_CheongJu.csv,90,0.003362787874518997,0.0033279379778024224
91,MBC_CheongJu.csv,91,0.003361715747612632,0.003327516321506765
92,MBC_CheongJu.csv,92,0.0033496877877041698,0.003326493470619122
93,MBC_CheongJu.csv,93,0.0033584559116409058,0.003326356928381655
94,MBC_CheongJu.csv,94,0.003350305099350711,0.0033260013959887954
95,MBC_CheongJu.csv,95,0.0033601090092108482,0.003325982122785515
96,MBC_CheongJu.csv,96,0.00336587260891166,0.0033257794566452503
97,MBC_CheongJu.csv,97,0.003355739521794021,0.0033256299793720245
98,MBC_CheongJu.csv,98,0.003345454622629202,0.0033254956878307792
