global_epoch,task,epoch_in_task,train_loss,val_loss
1,MBC_CheongJu.csv,1,28727.395616319445,28249.446180555555
2,MBC_CheongJu.csv,2,27943.950792100695,27050.151692708332
3,MBC_CheongJu.csv,3,26253.386121961805,24751.29470486111
4,MBC_CheongJu.csv,4,23290.538031684027,21107.58572048611
5,MBC_CheongJu.csv,5,18994.480143229168,16209.902235243055
6,MBC_CheongJu.csv,6,13635.046088324652,10492.746853298611
7,MBC_CheongJu.csv,7,7872.380520290799,4980.454752604167
8,MBC_CheongJu.csv,8,2985.0977884928384,1166.092800564236
9,MBC_CheongJu.csv,9,602.8482513427734,416.04745144314234
10,MBC_CheongJu.csv,10,310.8771565755208,265.6436699761285
11,MBC_CheongJu.csv,11,211.48447757297092,183.77318488226996
12,MBC_CheongJu.csv,12,152.91891437106662,137.3048341539171
13,MBC_CheongJu.csv,13,121.29794502258301,110.48588222927518
14,MBC_CheongJu.csv,14,106.58626344468858,99.61904398600261
15,MBC_CheongJu.csv,15,99.7949612935384,95.71751488579645
16,MBC_CheongJu.csv,16,99.52459992302789,95.64674462212457
17,MBC_CheongJu.csv,17,96.94781896803114,95.43107096354167
18,MBC_CheongJu.csv,18,97.07010883755154,94.68193478054471
19,MBC_CheongJu.csv,19,96.69080755445692,93.26217312282986
20,MBC_CheongJu.csv,20,96.7033511267768,94.4810545179579
21,MBC_CheongJu.csv,21,97.25032212999132,95.23328653971355
22,MBC_CheongJu.csv,22,95.96732902526855,93.12766435411241
23,MBC_CheongJu.csv,23,96.50210973951552,92.83083852132161
24,MBC_CheongJu.csv,24,96.29630258348253,92.92400444878473
25,MBC_CheongJu.csv,25,96.63021151224773,93.30309465196397
26,MBC_CheongJu.csv,26,95.6799259185791,92.7320539686415
27,MBC_CheongJu.csv,27,95.99419784545898,92.77410210503473
28,MBC_CheongJu.csv,28,96.08296775817871,93.22437286376953
29,MBC_CheongJu.csv,29,95.38628959655762,92.76860470241971
30,MBC_CheongJu.csv,30,95.88292121887207,92.68726518419054
31,MBC_CheongJu.csv,31,95.5358772277832,92.3998311360677
32,MBC_CheongJu.csv,32,95.31819534301758,94.17815738254123
33,MBC_CheongJu.csv,33,95.38851971096463,92.46903991699219
34,MBC_CheongJu.csv,34,96.59134123060439,92.2985127766927
35,MBC_CheongJu.csv,35,95.48555458916559,92.21169959174262
36,MBC_CheongJu.csv,36,96.42843839857314,92.50078837076823
37,MBC_CheongJu.csv,37,95.5003473493788,92.12815856933594
38,MBC_CheongJu.csv,38,96.21447859870062,92.05154079861111
39,MBC_CheongJu.csv,39,96.15468470255534,92.96819305419922
40,MBC_CheongJu.csv,40,95.84560034010146,92.15968407524957
41,MBC_CheongJu.csv,41,94.68113422393799,91.79593743218317
42,MBC_CheongJu.csv,42,94.43116749657526,91.7206793891059
43,MBC_CheongJu.csv,43,94.8507325914171,92.93823750813802
44,MBC_CheongJu.csv,44,94.8649493323432,92.2627944946289
45,MBC_CheongJu.csv,45,95.28977139790852,91.64202287462022
46,MBC_CheongJu.csv,46,94.52988518608942,92.66090816921658
47,MBC_CheongJu.csv,47,94.80740441216363,92.28545803493924
48,MBC_CheongJu.csv,48,95.25582758585612,91.48025173611111
49,MBC_CheongJu.csv,49,95.60944260491266,91.33987341986762
50,MBC_CheongJu.csv,50,94.47676637437608,91.59062872992621
51,MBC_CheongJu.csv,51,94.86907704671223,91.22119225396051
52,MBC_CheongJu.csv,52,94.97334416707356,91.09244622124567
53,MBC_CheongJu.csv,53,93.58318879869249,91.11311170789931
54,MBC_CheongJu.csv,54,94.68331061469183,91.73718770345052
55,MBC_CheongJu.csv,55,93.70050801171197,90.84886932373047
56,MBC_CheongJu.csv,56,94.06220372517903,90.73705122205946
57,MBC_CheongJu.csv,57,94.39019118414984,91.79395887586806
58,MBC_CheongJu.csv,58,94.39322916666667,90.86200035942926
59,MBC_CheongJu.csv,59,94.37592506408691,90.60064527723524
60,MBC_CheongJu.csv,60,94.13250668843587,90.60252295600043
