global_epoch,task,epoch_in_task,train_loss,val_loss
1,MBC_CheongJu.csv,1,28812.956651475695,28384.634114583332
2,MBC_CheongJu.csv,2,28179.760308159723,27424.895833333332
3,MBC_CheongJu.csv,3,26768.38943142361,25469.1171875
4,MBC_CheongJu.csv,4,24256.820963541668,22332.701171875
5,MBC_CheongJu.csv,5,20480.143174913195,17960.857855902777
6,MBC_CheongJu.csv,6,15674.288628472223,12795.079318576389
7,MBC_CheongJu.csv,7,10356.224894205729,7488.961859809027
8,MBC_CheongJu.csv,8,5302.44782172309,2988.426947699653
9,MBC_CheongJu.csv,9,1628.9910854763455,607.5803697374132
10,MBC_CheongJu.csv,10,455.4562123616536,403.67701212565106
11,MBC_CheongJu.csv,11,320.5400725470649,291.34883456759985
12,MBC_CheongJu.csv,12,231.85248353746204,207.31679450141058
13,MBC_CheongJu.csv,13,171.36032104492188,153.21620517306857
14,MBC_CheongJu.csv,14,134.47523223029242,121.65834469265408
15,MBC_CheongJu.csv,15,114.93087556627061,106.7216059366862
16,MBC_CheongJu.csv,16,105.28358226352267,100.32398562961154
17,MBC_CheongJu.csv,17,100.87808757358127,96.6306906806098
18,MBC_CheongJu.csv,18,98.68072403801813,95.40536499023438
19,MBC_CheongJu.csv,19,97.65423689948187,94.70151689317491
20,MBC_CheongJu.csv,20,97.81518130832248,94.95245022243924
21,MBC_CheongJu.csv,21,96.73144912719727,94.40067460801866
22,MBC_CheongJu.csv,22,97.69808620876736,95.30611504448785
23,MBC_CheongJu.csv,23,96.80462794833713,94.61851162380643
24,MBC_CheongJu.csv,24,97.54382006327312,94.9198506673177
25,MBC_CheongJu.csv,25,96.48387018839519,93.93076917860243
26,MBC_CheongJu.csv,26,96.48756472269694,93.53206888834636
27,MBC_CheongJu.csv,27,96.950865427653,93.65112982855902
28,MBC_CheongJu.csv,28,96.63805092705621,93.82606082492404
29,MBC_CheongJu.csv,29,96.8722529941135,94.86517673068576
30,MBC_CheongJu.csv,30,97.10981474982367,94.06258053249783
