label,stage,stage_task,eval_task,mse,rmse,mae
ER,0,data.csv,data.csv,1740.5733004795031,41.72017857679307,32.206040500255114
ER,1,task1.csv,data.csv,415.70747632658885,20.38890571675167,17.177814130033
ER,1,task1.csv,task1.csv,385.28688586701867,19.62872603780028,16.322004798926137
Naive,0,data.csv,data.csv,1643.0953773755705,40.53511289457044,32.44547741064864
Naive,1,task1.csv,data.csv,628.5550698269619,25.0710005749065,19.84553173150909
Naive,1,task1.csv,task1.csv,613.2538919032871,24.76396357417946,20.239594202241914
